Season,Team,Lg,Salary
1997-98,Houston Rockets,NBA,"$555,900"
1998-99,Vancouver Grizzlies,NBA,"$639,300"
1999-00,Orlando Magic,NBA,"$600,000"
1999-00,Philadelphia 76ers,NBA,"$122,000"
Career,(may be incomplete),,"$1,917,200"
