Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1947-48,25,PRO,BAA,NA,25,NA,NA,0.3,0.277,NA,NA,NA,NA,NA,-0.4,-0.2,-0.7,NA
1948-49,26,TOT,BAA,NA,56,NA,NA,0.382,0.393,NA,NA,NA,NA,NA,0.8,0.9,1.7,NA
1948-49,26,PRO,BAA,NA,11,NA,NA,0.315,0.342,NA,NA,NA,NA,NA,-0.3,0,-0.3,NA
1948-49,26,BLB,BAA,NA,27,NA,NA,0.367,0.369,NA,NA,NA,NA,NA,0.1,0.2,0.3,NA
1948-49,26,BOS,BAA,NA,18,NA,NA,0.42,0.432,NA,NA,NA,NA,NA,1,0.7,1.7,NA
1949-50,27,TOT,NBA,NA,54,NA,NA,0.364,0.376,NA,NA,NA,NA,NA,-0.7,1.1,0.5,NA
1949-50,27,BLB,NBA,NA,38,NA,NA,0.374,0.376,NA,NA,NA,NA,NA,-0.2,0.8,0.7,NA
1949-50,27,BOS,NBA,NA,16,NA,NA,0.338,0.375,NA,NA,NA,NA,NA,-0.5,0.3,-0.2,NA
Career,NA,,TOT,NA,135,NA,NA,0.351,0.352,NA,NA,NA,NA,NA,-0.3,1.8,1.5,NA
,NA,,BAA,NA,81,NA,NA,0.344,0.337,NA,NA,NA,NA,NA,0.4,0.6,1,NA
,NA,,NBA,NA,54,NA,NA,0.364,0.376,NA,NA,NA,NA,NA,-0.7,1.1,0.5,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BLB,BAA,NA,65,NA,NA,0.372,0.374,NA,NA,NA,NA,NA,-0.1,1,1,NA
2 seasons,NA,PRO,BAA,NA,36,NA,NA,0.303,0.287,NA,NA,NA,NA,NA,-0.7,-0.3,-1,NA
2 seasons,NA,BOS,BAA,NA,34,NA,NA,0.386,0.408,NA,NA,NA,NA,NA,0.5,1,1.5,NA
