Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,26,DTF,BAA,NA,23,NA,NA,1.6,7.1,0.22,1.3,1.9,0.682,NA,1.7,3.1,4.4
Career,NA,,BAA,NA,23,NA,NA,1.6,7.1,0.22,1.3,1.9,0.682,NA,1.7,3.1,4.4
