Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1982-83,23,CHI,NBA,SF,82,2196,12.7,0.521,0.059,0.378,7.7,10.1,8.9,10.7,1.4,1.6,13.5,16.6,NA,2.7,1.2,3.8,0.083,NA,-0.1,-0.3,-0.4,0.9
1983-84,24,CHI,NBA,SF,78,1577,10.1,0.499,0.051,0.361,6.2,8.8,7.5,10.4,1.5,1.1,13.2,15.1,NA,0.6,1.3,2,0.06,NA,-1.9,0.2,-1.7,0.1
1984-85,25,CHI,NBA,SF,68,942,10.2,0.497,0.137,0.333,6.9,11,9,10.4,1.1,0.8,13.7,15.9,NA,0.4,0.5,1,0.049,NA,-1,-0.8,-1.8,0
1985-86,26,TOT,NBA,SF,30,332,7.7,0.416,0.085,0.255,4.8,12.8,8.8,9.5,1.3,1.9,9.9,16,NA,-0.1,0.3,0.1,0.019,NA,-3.7,0.2,-3.5,-0.1
1985-86,26,SEA,NBA,SF,12,94,4.5,0.377,0.148,0.185,3.7,11.6,7.6,8.6,1,0.6,12,14.8,NA,-0.1,0.1,0,-0.016,NA,-4.6,-0.3,-4.9,-0.1
1985-86,26,SAS,NBA,SF,11,128,10.8,0.5,0.05,0.4,4.6,16.5,10.7,12.2,0.7,1.3,9.6,16.4,NA,0.1,0.1,0.2,0.079,NA,-2.5,0.3,-2.2,0
1985-86,26,NJN,NBA,SF,2,29,-0.2,0.188,0.125,0,11.5,19.4,15.5,4.4,1.6,8,11.1,24.8,NA,-0.2,0.1,-0.1,-0.21,NA,-10.6,0.3,-10.2,-0.1
1985-86,26,CHI,NBA,SF,5,81,9.3,0.449,0.043,0.261,4,5.8,4.9,8.1,2.4,2.1,7.2,13.9,NA,0,0,0.1,0.045,NA,-2.2,0.7,-1.5,0
1986-87,27,GSW,NBA,SF,73,1497,14.1,0.61,0.041,0.583,5.2,12.2,8.7,8.6,1.3,0.8,12.8,16,NA,2.9,0.8,3.7,0.12,NA,0.3,-0.5,-0.2,0.7
1987-88,28,GSW,NBA,SF,68,2188,16.3,0.608,0.054,0.444,4.7,10.4,7.5,12.3,1.5,0.8,11.4,18.1,NA,5,0.6,5.7,0.124,NA,1.7,-0.8,0.9,1.6
