Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984-85,25,CHI,NBA,SF,1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
1986-87,27,GSW,NBA,SF,10,8,177,3.7,9.4,0.391,0.2,0.2,1,3.5,9.2,0.378,1.2,1.8,0.667,1,3.3,4.3,2.4,2.2,1.2,0.4,4.1,8.7
1988-89,29,GSW,NBA,PF,8,7,267,5.4,11.1,0.488,1.3,4.7,0.286,4,6.3,0.638,3.9,4.6,0.853,3.1,4.9,8,2.7,1.8,0.9,1.5,2.6,16
1990-91,31,GSW,NBA,SF,9,3,214,4.4,10.3,0.426,1.3,4.4,0.308,3,5.9,0.514,3.9,4.7,0.821,1.5,3.4,4.9,3,0.3,1.3,1.2,4.7,14
1991-92,32,GSW,NBA,SF,2,2,17,4.2,10.6,0.4,0,4.2,0,4.2,6.4,0.667,4.2,4.2,1,0,0,0,2.1,2.1,0,0,2.1,12.7
1993-94,34,CLE,NBA,SF,3,2,57,2.5,6.9,0.364,1.3,4.4,0.286,1.3,2.5,0.5,0.6,1.3,0.5,1.3,1.3,2.5,2.5,0.6,0.6,1.9,6.3,6.9
Career,NA,,NBA,,33,22,733,4.4,10.1,0.439,1,3.5,0.296,3.4,6.6,0.515,3,3.7,0.813,1.9,3.6,5.5,2.7,1.4,1.1,1.1,3.8,12.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,GSW,NBA,,29,20,675,4.6,10.3,0.443,1,3.4,0.297,3.6,6.9,0.515,3.2,3.9,0.822,2,3.8,5.8,2.7,1.4,1.1,1.1,3.6,13.4
1 season,NA,CLE,NBA,,3,2,57,2.5,6.9,0.364,1.3,4.4,0.286,1.3,2.5,0.5,0.6,1.3,0.5,1.3,1.3,2.5,2.5,0.6,0.6,1.9,6.3,6.9
1 season,NA,CHI,NBA,,1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
