,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1972-73,19,ALBANYST,29,,252,488,,,61,100,,456,,,,,,565,.516,,.610,,19.5,15.7,
1973-74,20,ALBANYST,25,,258,466,,,74,144,,513,,,,,,590,.554,,.514,,23.6,20.5,
1974-75,21,ALBANYST,27,,255,507,,,92,155,,608,,,,,,602,.503,,.594,,22.3,22.5,
1975-76,22,ALBANYST,24,,247,470,,,73,127,,475,,,,,,567,.526,,.575,,23.6,19.8,
Career,,,105,,1012,1931,,,300,526,,2052,,,,,,2324,.524,,.570,,22.1,19.5,
