Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1979-80,26,HOU,NBA,PF,82,NA,1545,5.8,12,0.48,0,0.1,0.333,5.7,11.9,0.481,1.9,3.3,0.565,4.5,7.2,11.7,2.1,1.5,2.1,3.4,5.7,13.5,NA,96,106
1980-81,27,HOU,NBA,PF,68,NA,1003,5.6,12,0.464,0,0,0,5.6,11.9,0.466,3,4.8,0.634,4.6,6.6,11.1,2,0.9,1.1,2.7,5.3,14.2,NA,102,108
1981-82,28,HOU,NBA,PF,60,6,746,7.5,14.1,0.531,0,0.2,0,7.5,13.9,0.538,2.8,5.1,0.545,5.3,8.1,13.4,1.7,1.3,1.9,3.3,6.6,17.7,NA,105,107
1982-83,29,HOU,NBA,PF,60,4,878,7.6,16.6,0.457,0,0.1,0,7.6,16.5,0.46,3,5.5,0.549,6.1,8,14.1,2.1,1.2,1.2,4.4,5.6,18.2,NA,91,107
1983-84,30,HOU,NBA,PF,57,5,473,6.8,12.6,0.538,0,0,NA,6.8,12.6,0.538,2.9,4.7,0.612,3.2,7.9,11.1,2.7,1.4,1.4,2.9,6.1,16.5,NA,106,107
1984-85,31,DET,NBA,PF,47,0,418,5.2,9.5,0.552,0,0,NA,5.2,9.5,0.552,3.6,5.6,0.647,5.2,8.7,14,1.6,1,1.5,3.8,6.3,14.1,NA,104,106
Career,NA,,NBA,,374,15,5063,6.3,13,0.49,0,0.1,0.111,6.3,12.9,0.492,2.7,4.6,0.586,4.8,7.5,12.4,2,1.2,1.6,3.4,5.8,15.4,NA,99,107
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,HOU,NBA,,327,15,4645,6.4,13.3,0.485,0,0.1,0.111,6.4,13.2,0.488,2.6,4.5,0.579,4.8,7.4,12.2,2,1.3,1.6,3.4,5.8,15.5,NA,99,107
1 season,NA,DET,NBA,,47,0,418,5.2,9.5,0.552,0,0,NA,5.2,9.5,0.552,3.6,5.6,0.647,5.2,8.7,14,1.6,1,1.5,3.8,6.3,14.1,NA,104,106
