Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1982-83,25,DET,NBA,C,1,0,6:00,1,1,1,0,0,NA,0,0,NA,1,1,0,0,0,1,1,2
1983-84,26,DET,NBA,C,1,0,17:00,6,8,0.75,0,0,NA,1,1,1,1,5,0,1,2,0,3,13
1984-85,27,DET,NBA,C,1,0,11:00,2,4,0.5,0,0,NA,1,2,0.5,1,3,1,0,0,0,1,5
1986-87,29,DET,NBA,C,1,0,11:00,4,7,0.571,0,0,NA,0,0,NA,0,2,1,1,0,0,2,8
Career,NA,,NBA,,4,0,45,13,20,0.65,0,0,NA,2,3,0.667,3,11,2,2,2,1,7,28
