,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,28,CHH,NBA,SF,76,2989,,,96%,4%,,+3.0,+2.2,94,65,96,30,134,0,881,23,80
2001-02,29,CHH,NBA,SF,40,1601,,7%,80%,13%,,+1.2,+0.3,59,33,49,12,84,0,374,14,42
2002-03,30,NOH,NBA,SF,82,3321,,,82%,17%,,+2.5,+1.0,102,82,93,30,126,0,1009,33,81
2003-04,31,NOH,NBA,SF,19,730,,,92%,8%,,+1.4,+2.1,20,10,27,4,26,0,114,5,31
Career,,,NBA,,217,8641,,1%,87%,11%,,+2.3,+1.4,275,190,265,76,370,0,2378,75,234
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CHH,NBA,,116,4590,,2%,90%,7%,,+2.4,+1.5,153,98,145,42,218,0,1255,37,122
2 seasons,,NOH,NBA,,101,4051,,,84%,16%,,+2.3,+1.2,122,92,120,34,152,0,1123,38,112
