Season,Team,Lg,Salary
1993-94,Dallas Mavericks,NBA,"$2,033,000"
1994-95,Dallas Mavericks,NBA,"$2,633,300"
1995-96,Dallas Mavericks,NBA,"$3,233,000"
1996-97,Dallas Mavericks,NBA,"$3,833,000"
1997-98,Miami Heat,NBA,"$4,433,334"
1998-99,Miami Heat,NBA,"$5,033,000"
1999-00,Miami Heat,NBA,"$5,600,000"
2000-01,Charlotte Hornets,NBA,"$6,200,000"
2001-02,Charlotte Hornets,NBA,"$6,975,000"
2002-03,New Orleans Hornets,NBA,"$7,750,000"
2003-04,New Orleans Hornets,NBA,"$8,525,000"
2004-05,New Orleans Hornets,NBA,"$9,300,000"
2005-06,Philadelphia 76ers,NBA,"$10,075,000"
Career,(may be incomplete),,"$75,623,634"
