,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2003-04,20,UTA,NBA,SF,79,1144,.396,12.4,.814,.319,.104,.074,.316,.186,.425,.600,.308,.286,.319,.271,.638,.040,15,.947,.343,.333,0,0
2004-05,21,CLE,NBA,SG,65,862,.435,14.1,.717,.279,.069,.087,.283,.283,.455,.558,.474,.375,.372,.385,.700,.047,12,1.000,.513,.375,0,0
2005-06,22,CLE,NBA,SG,53,813,.410,15.9,.547,.255,.066,.052,.175,.453,.448,.574,.214,.091,.459,.365,.558,.038,8,.914,.427,.488,0,0
2006-07,23,CLE,NBA,SG,67,1534,.453,12.6,.698,.382,.076,.057,.184,.302,.474,.620,.216,.357,.311,.405,.574,.084,40,.983,.372,.382,2,0
2007-08,24,CLE,NBA,SG,51,1188,.362,12.4,.717,.377,.079,.067,.194,.283,.388,.513,.344,.111,.256,.298,.536,.037,13,.853,.386,.273,0,0
2008-09,25,CLE,NBA,SF,66,1053,.422,15.4,.575,.236,.091,.084,.164,.425,.430,.569,.240,.304,.400,.410,.441,.036,10,.958,.359,.381,0,0
2009-10,26,MIN,NBA,SF,71,877,.363,17.3,.607,.173,.043,.100,.290,.393,.407,.635,.154,.467,.287,.297,.405,.013,4,.829,.178,.143,1,0
2010-11,27,TOT,NBA,SF-SG,31,362,.403,18.1,.569,.125,.069,.069,.306,.431,.415,.667,.200,.200,.409,.387,.529,.028,2,1.000,.484,.333,0,0
2010-11,27,DAL,NBA,SF,10,163,.429,17.5,.543,.171,.057,.086,.229,.457,.421,.500,.000,.333,.500,.438,.625,.029,1,1.000,.438,.429,0,0
2010-11,27,NOH,NBA,SG,4,50,.182,20.5,.545,.000,.000,.182,.364,.455,.333,,,.000,.500,.000,1.000,.000,0,,.600,.000,0,0
2010-11,27,BOS,NBA,SG,17,149,.462,17.7,.615,.115,.115,.000,.385,.385,.438,1.000,.333,,.300,.500,.286,.038,1,1.000,.500,.400,0,0
2011-12,28,BOS,NBA,SF,45,527,.391,17.5,.547,.180,.055,.078,.234,.453,.471,.826,.429,.100,.333,.293,.667,.031,4,.941,.293,.353,0,0
2012-13,29,POR,NBA,SG,39,528,.353,17.7,.496,.134,.109,.067,.185,.504,.407,.688,.308,.500,.227,.300,.625,.008,1,.944,.450,.407,0,0
Career,,,NBA,,567,8888,.404,14.4,.664,.285,.077,.073,.229,.336,.433,.591,.289,.299,.327,.346,.570,.043,109,.935,.366,.359,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,CLE,NBA,,302,5450,.417,13.7,.666,.323,.077,.068,.198,.334,.439,.570,.291,.265,.341,.374,.568,.053,83,.947,.401,.378,2,0
1 season,,UTA,NBA,,79,1144,.396,12.4,.814,.319,.104,.074,.316,.186,.425,.600,.308,.286,.319,.271,.638,.040,15,.947,.343,.333,0,0
1 season,,MIN,NBA,,71,877,.363,17.3,.607,.173,.043,.100,.290,.393,.407,.635,.154,.467,.287,.297,.405,.013,4,.829,.178,.143,1,0
2 seasons,,BOS,NBA,,62,676,.403,17.5,.558,.169,.065,.065,.260,.442,.465,.846,.400,.100,.325,.324,.600,.032,5,.955,.324,.364,0,0
1 season,,POR,NBA,,39,528,.353,17.7,.496,.134,.109,.067,.185,.504,.407,.688,.308,.500,.227,.300,.625,.008,1,.944,.450,.407,0,0
1 season,,DAL,NBA,,10,163,.429,17.5,.543,.171,.057,.086,.229,.457,.421,.500,.000,.333,.500,.438,.625,.029,1,1.000,.438,.429,0,0
1 season,,NOH,NBA,,4,50,.182,20.5,.545,.000,.000,.182,.364,.455,.333,,,.000,.500,.000,1.000,.000,0,,.600,.000,0,0
