,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2008-09,20,POR,NBA,PG,53,655,71%,29%,,,,-0.7,-8.4,28,12,24,8,42,6,183,8,24
2009-10,21,POR,NBA,SG,74,1304,41%,57%,3%,,,+0.2,-5.5,38,23,55,16,99,18,391,18,40
2010-11,22,TOT,NBA,PG,71,1496,88%,12%,,,,-9.2,-7.5,73,26,57,11,84,6,590,21,42
2010-11,22,NOH,NBA,PG,11,149,95%,6%,,,,+1.1,+0.4,8,2,6,4,9,0,67,4,7
2010-11,22,TOR,NBA,PG,60,1347,87%,13%,,,,-10.3,-5.2,65,24,51,7,75,6,523,17,35
2011-12,23,TOR,NBA,PG,31,705,79%,22%,,,,-2.0,+2.2,18,20,31,7,34,7,262,4,7
2012-13,24,MEM,NBA,PG,80,1765,58%,42%,,,,-0.1,-8.8,82,24,79,6,44,4,596,8,30
2013-14,25,TOT,NBA,PG,72,1686,39%,59%,2%,,,-4.0,-3.0,52,14,71,7,35,9,444,9,21
2013-14,25,MEM,NBA,PG,31,650,61%,39%,,,,+2.1,0.0,14,4,31,1,18,3,152,5,8
2013-14,25,BOS,NBA,PG,41,1036,25%,72%,4%,,,-7.6,-3.4,38,10,40,6,17,6,292,4,13
2014-15,26,MIL,NBA,PG,77,1717,69%,31%,,,,+0.1,-1.1,79,27,59,11,42,10,537,8,27
2015-16,27,MIL,NBA,SG,52,1505,9%,67%,24%,,,-5.6,-2.5,37,16,58,4,31,13,367,8,20
2016-17,28,PHI,NBA,PG,3,71,94%,6%,,,,-14.2,-8.4,5,4,2,0,4,0,29,0,4
2017-18,29,PHI,NBA,SG,39,925,8%,75%,16%,,,-4.1,-11.6,20,12,41,3,14,3,127,2,18
2018-19,30,MIN,NBA,PG,34,657,79%,21%,,,,-12.7,-13.4,21,8,26,1,14,1,289,4,8
Career,,,NBA,,586,12486,52%,43%,5%,,,-3.5,-5.5,453,186,503,74,443,77,3815,90,241
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,MIL,NBA,,129,3222,41%,47%,11%,,,-2.6,-1.8,116,43,117,15,73,23,904,16,47
2 seasons,,POR,NBA,,127,1959,51%,48%,2%,,,-0.1,-6.5,66,35,79,24,141,24,574,26,64
2 seasons,,MEM,NBA,,111,2415,59%,41%,,,,+0.5,-6.4,96,28,110,7,62,7,748,13,38
2 seasons,,TOR,NBA,,91,2052,84%,16%,,,,-7.5,-2.6,83,44,82,14,109,13,785,21,42
2 seasons,,PHI,NBA,,42,996,14%,70%,15%,,,-4.9,-11.3,25,16,43,3,18,3,156,2,22
1 season,,BOS,NBA,,41,1036,25%,72%,4%,,,-7.6,-3.4,38,10,40,6,17,6,292,4,13
1 season,,MIN,NBA,,34,657,79%,21%,,,,-12.7,-13.4,21,8,26,1,14,1,289,4,8
1 season,,NOH,NBA,,11,149,95%,6%,,,,+1.1,+0.4,8,2,6,4,9,0,67,4,7
