Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,20,POR,NBA,PG,2,0,11,6.5,19.6,0.333,0,3.3,0,6.5,16.4,0.4,6.5,9.8,0.667,0,3.3,3.3,0,0,3.3,3.3,0,19.6
2009-10,21,POR,NBA,SG,6,2,166,6.1,14.1,0.431,1.3,3.3,0.4,4.8,10.8,0.44,4.1,5.2,0.792,0.9,2.6,3.5,5,0.4,0,1.7,4.6,17.6
2012-13,24,MEM,NBA,PG,15,0,320,5.5,15.4,0.358,2,6.6,0.305,3.5,8.8,0.397,2.6,2.9,0.885,0.1,3.3,3.4,3.6,0.8,0.6,1.8,3.9,15.6
2014-15,26,MIL,NBA,PG,6,0,120,3.6,10.5,0.343,0.6,2.1,0.286,3,8.4,0.357,3.9,5.1,0.765,1.2,3.3,4.5,5.4,0.6,0.6,1.2,3.6,11.7
2017-18,29,PHI,NBA,SG,1,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
Career,NA,,NBA,,30,2,619,5.3,14.1,0.374,1.5,4.8,0.317,3.8,9.4,0.404,3.3,4.1,0.814,0.5,3.1,3.6,4.2,0.6,0.5,1.7,4,15.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,MEM,NBA,,15,0,320,5.5,15.4,0.358,2,6.6,0.305,3.5,8.8,0.397,2.6,2.9,0.885,0.1,3.3,3.4,3.6,0.8,0.6,1.8,3.9,15.6
2 seasons,NA,POR,NBA,,8,2,177,6.1,14.4,0.423,1.2,3.3,0.375,4.9,11.2,0.436,4.3,5.5,0.778,0.8,2.6,3.5,4.7,0.4,0.2,1.8,4.3,17.7
1 season,NA,MIL,NBA,,6,0,120,3.6,10.5,0.343,0.6,2.1,0.286,3,8.4,0.357,3.9,5.1,0.765,1.2,3.3,4.5,5.4,0.6,0.6,1.2,3.6,11.7
1 season,NA,PHI,NBA,,1,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
