,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2008-09,20,POR,NBA,PG,2,11,40%,60%,,,,+10.1,+16.9,0,1,0,0,1,0,0,1,0
2009-10,21,POR,NBA,SG,6,166,38%,62%,,,,-10.9,+3.1,3,3,3,2,9,3,54,3,7
2012-13,24,MEM,NBA,PG,15,320,13%,86%,1%,,,-7.6,-15.6,10,4,15,1,8,0,72,2,6
2014-15,26,MIL,NBA,PG,6,120,86%,4%,10%,,,-4.9,+12.1,2,1,6,1,6,1,43,1,2
2017-18,29,PHI,NBA,SG,1,2,,100%,,,,+8.3,+5.5,0,0,0,0,0,0,0,0,0
Career,,,NBA,,30,619,34%,63%,2%,,,-7.6,-4.5,15,9,24,4,24,4,169,7,15
,,,,,,,,,,,,,,,,,,,,,,
1 season,,MEM,NBA,,15,320,13%,86%,1%,,,-7.6,-15.6,10,4,15,1,8,0,72,2,6
2 seasons,,POR,NBA,,8,177,38%,62%,,,,-9.6,+4.0,3,4,3,2,10,3,54,4,7
1 season,,MIL,NBA,,6,120,86%,4%,10%,,,-4.9,+12.1,2,1,6,1,6,1,43,1,2
1 season,,PHI,NBA,,1,2,,100%,,,,+8.3,+5.5,0,0,0,0,0,0,0,0,0
