Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,30,TOT,BAA,NA,52,NA,NA,NA,NA,0.32,NA,NA,0.754,NA,NA,NA,NA
1948-49,30,INJ,BAA,NA,18,NA,NA,NA,NA,0.329,NA,NA,0.761,NA,NA,NA,NA
1948-49,30,FTW,BAA,NA,34,NA,NA,NA,NA,0.313,NA,NA,0.75,NA,NA,NA,NA
1949-50,31,INO,NBA,NA,64,NA,NA,NA,NA,0.353,NA,NA,0.782,NA,NA,NA,NA
1950-51,32,INO,NBA,NA,26,NA,NA,NA,NA,0.296,NA,NA,0.609,NA,NA,NA,NA
Career,NA,,TOT,NA,142,NA,NA,NA,NA,0.333,NA,NA,0.763,NA,NA,NA,NA
,NA,,NBA,NA,90,NA,NA,NA,NA,0.343,NA,NA,0.769,NA,NA,NA,NA
,NA,,BAA,NA,52,NA,NA,NA,NA,0.32,NA,NA,0.754,NA,NA,NA,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,INO,NBA,NA,90,NA,NA,NA,NA,0.343,NA,NA,0.769,NA,NA,NA,NA
1 season,NA,FTW,BAA,NA,34,NA,NA,NA,NA,0.313,NA,NA,0.75,NA,NA,NA,NA
1 season,NA,INJ,BAA,NA,18,NA,NA,NA,NA,0.329,NA,NA,0.761,NA,NA,NA,NA
