,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1949-50,31,INO,NBA,,3,,4,4,,,5,10
1950-51,32,INO,NBA,,0,0,0,0,,0,0,0
Career,,,,,3,,4,4,,,5,10
