Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Bruce Hale,,5.1,4.4,-0.4
Michael Cooper,90.5,5,4,0
Rory Sparrow,90.2,5.6,4.2,-0.1
Wilbur Holland,89.4,5.9,4.4,-0.1
Kemba Walker,89.2,5.1,4.8,0.3
Fred VanVleet,87.5,4.7,4.3,0.2
Fred Jones,87.0,4.8,4,0
Tomáš Satoranský,86.7,5,4.7,0.6
Gary Harris,85.1,4.6,4,-0.7
Sherman Douglas,84.9,5.4,4.4,1
Jodie Meeks,84.7,5.1,4.1,0.9
