Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,30,TOT,BAA,NA,52,NA,NA,0.398,0.39,NA,NA,NA,NA,NA,2.3,2.1,4.4,NA
1948-49,30,INJ,BAA,NA,18,NA,NA,0.407,0.388,NA,NA,NA,NA,NA,1.1,0.7,1.8,NA
1948-49,30,FTW,BAA,NA,34,NA,NA,0.392,0.391,NA,NA,NA,NA,NA,1.2,1.4,2.6,NA
1949-50,31,INO,NBA,NA,64,NA,NA,0.444,0.464,NA,NA,NA,NA,NA,4.1,1.1,5.1,NA
1950-51,32,INO,NBA,NA,26,NA,NA,0.324,0.17,NA,NA,NA,NA,NA,-0.7,0.3,-0.4,NA
Career,NA,,TOT,NA,142,NA,NA,0.413,0.402,NA,NA,NA,NA,NA,5.7,3.6,9.2,NA
,NA,,NBA,NA,90,NA,NA,0.425,0.411,NA,NA,NA,NA,NA,3.3,1.4,4.8,NA
,NA,,BAA,NA,52,NA,NA,0.398,0.39,NA,NA,NA,NA,NA,2.3,2.1,4.4,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,INO,NBA,NA,90,NA,NA,0.425,0.411,NA,NA,NA,NA,NA,3.3,1.4,4.8,NA
1 season,NA,FTW,BAA,NA,34,NA,NA,0.392,0.391,NA,NA,NA,NA,NA,1.2,1.4,2.6,NA
1 season,NA,INJ,BAA,NA,18,NA,NA,0.407,0.388,NA,NA,NA,NA,NA,1.1,0.7,1.8,NA
