Season,Team,Lg,Salary
1984-85,Washington Bullets,NBA,"$361,000"
1985-86,Detroit Pistons,NBA,"$411,000"
1986-87,Detroit Pistons,NBA,"$500,000"
1987-88,Detroit Pistons,NBA,"$575,000"
1988-89,Detroit Pistons,NBA,"$600,000"
1990-91,Philadelphia 76ers,NBA,"$1,330,000"
1992-93,New Jersey Nets,NBA,"$500,000"
1993-94,New Jersey Nets,NBA,"$650,000"
1994-95,New Jersey Nets,NBA,"$800,000"
1995-96,New Jersey Nets,NBA,"$400,000"
1996-97,Detroit Pistons,NBA,"$400,000"
1997-98,Detroit Pistons,NBA,"$480,000"
1998-99,Philadelphia 76ers,NBA,"$1,000,000"
1999-00,Philadelphia 76ers,NBA,"$510,000"
Career,(may be incomplete),,"$8,517,000"
