,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1948-49,23,CHS,BAA,,10,,8,8,,,,23
1949-50,24,TOT,NBA,,6,,6,7,,,,16
1949-50,24,CHS,NBA,,5,,6,7,,,,16
1949-50,24,ROC,NBA,,6,,5,5,,,,14
1950-51,25,TOT,NBA,,11,,7,11,,,,24
1950-51,25,ROC,NBA,,5,,2,2,,,,11
1950-51,25,WSC,NBA,,6,,7,9,,,,15
1950-51,25,PHW,NBA,,11,,7,11,,,,24
1951-52,26,PHW,NBA,,8,,6,,,,,20
1952-53,27,TOT,NBA,,7,,5,6,,,,17
1952-53,27,PHW,NBA,,7,,5,5,,,4,17
1952-53,27,INO,NBA,,5,,5,6,,,,13
1953-54,28,BOS,NBA,,3,,3,3,,,,6
Career,,,TOT,,11,,8,,,,,24
,,,NBA,,11,,7,,,,,24
,,,BAA,,10,,8,8,,,,23
,,,,,,,,,,,,
3 Seasons,,PHW,NBA,,11,,7,,,,,24
2 Seasons,,CHS,BAA,,10,,8,8,,,,23
2 Seasons,,ROC,NBA,,6,,5,5,,,,14
1 Season,,INO,NBA,,5,,5,6,,,,13
1 Season,,WSC,NBA,,6,,7,9,,,,15
1 Season,,BOS,NBA,,3,,3,3,,,,6
