,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1948-49,23,CHS,BAA,,5,,0,2,,,3,10
1949-50,24,TOT,NBA,,6,,7,,,,5,15
1949-50,24,ROC,NBA,,6,,7,,,,5,15
1950-51,25,TOT,NBA,,4,19,6,6,16,2,4,12
1950-51,25,PHW,NBA,,4,19,6,6,16,2,4,12
1951-52,26,PHW,NBA,,3,8,3,4,9,1,5,8
1952-53,27,TOT,NBA,,2,,3,3,,0,1,7
1952-53,27,INO,NBA,,2,,3,3,,0,1,7
Career,,,TOT,,6,,7,,,,5,15
,,,NBA,,6,,7,,,,5,15
,,,BAA,,5,,0,2,,,3,10
,,,,,,,,,,,,
2 Seasons,,PHW,NBA,,4,19,6,6,16,2,5,12
1 Season,,ROC,NBA,,6,,7,,,,5,15
1 Season,,CHS,BAA,,5,,0,2,,,3,10
1 Season,,INO,NBA,,2,,3,3,,0,1,7
