Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,23,CHS,BAA,C,2,NA,NA,0.203,0.079,NA,NA,NA,NA,NA,-0.5,0.1,-0.4,NA
1949-50,24,ROC,NBA,C,2,NA,NA,0.451,0.458,NA,NA,NA,NA,NA,0.1,0,0.1,NA
1950-51,25,PHW,NBA,C,2,NA,NA,0.357,0.423,NA,NA,NA,NA,NA,-0.1,0,-0.1,NA
1951-52,26,PHW,NBA,C,3,74,8.3,0.399,0.318,NA,NA,NA,5.7,NA,-0.1,-0.1,-0.1,-0.083
1952-53,27,INO,NBA,C,2,32,7.6,0.309,0.3,NA,NA,NA,0,NA,-0.1,0,-0.1,-0.083
Career,NA,,TOT,,11,106,8.1,0.336,0.292,NA,NA,NA,4,NA,-0.7,0.1,-0.6,-0.083
,NA,,NBA,,9,106,8.1,0.39,0.39,NA,NA,NA,4,NA,-0.2,0,-0.2,-0.083
,NA,,BAA,,2,NA,NA,0.203,0.079,NA,NA,NA,NA,NA,-0.5,0.1,-0.4,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,PHW,NBA,,5,74,8.3,0.376,0.375,NA,NA,NA,5.7,NA,-0.2,0,-0.2,-0.083
1 season,NA,CHS,BAA,,2,NA,NA,0.203,0.079,NA,NA,NA,NA,NA,-0.5,0.1,-0.4,NA
1 season,NA,INO,NBA,,2,32,7.6,0.309,0.3,NA,NA,NA,0,NA,-0.1,0,-0.1,-0.083
1 season,NA,ROC,NBA,,2,NA,NA,0.451,0.458,NA,NA,NA,NA,NA,0.1,0,0.1,NA
