Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,23,CHS,BAA,C,2,NA,NA,NA,NA,0.211,NA,NA,0,NA,NA,NA,NA
1949-50,24,ROC,NBA,C,2,NA,NA,NA,NA,0.333,NA,NA,0.909,NA,NA,NA,NA
1950-51,25,PHW,NBA,C,2,NA,NA,NA,NA,0.231,NA,NA,0.909,NA,NA,NA,NA
1951-52,26,PHW,NBA,C,3,NA,74,3.4,10.7,0.318,2.9,3.4,0.857,9.7,1,7.3,9.7
1952-53,27,INO,NBA,C,2,NA,32,2.3,11.3,0.2,3.4,3.4,1,7.9,0,1.1,7.9
Career,NA,,TOT,,11,NA,106,3.1,10.9,0.258,3.1,3.4,0.829,9.2,0.7,5.4,9.2
,NA,,NBA,,9,NA,106,3.1,10.9,0.28,3.1,3.4,0.906,9.2,0.7,5.4,9.2
,NA,,BAA,,2,NA,NA,NA,NA,0.211,NA,NA,0,NA,NA,NA,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,PHW,NBA,,5,NA,74,3.4,10.7,0.271,2.9,3.4,0.889,9.7,1,7.3,9.7
1 season,NA,CHS,BAA,,2,NA,NA,NA,NA,0.211,NA,NA,0,NA,NA,NA,NA
1 season,NA,INO,NBA,,2,NA,32,2.3,11.3,0.2,3.4,3.4,1,7.9,0,1.1,7.9
1 season,NA,ROC,NBA,,2,NA,NA,NA,NA,0.333,NA,NA,0.909,NA,NA,NA,NA
