Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,21,PHO,NBA,SF,40,1,15.4,2.8,5.4,0.528,0.1,0.5,0.238,2.7,4.8,0.56,0.54,0.4,0.5,0.737,1,1.1,2.1,0.6,0.5,0.2,0.7,1.3,6.1
2015-16,22,PHO,NBA,SF,47,4,22.8,4.7,9.4,0.501,0.6,1.5,0.4,4.1,7.9,0.52,0.533,1,1.4,0.703,1.2,1.9,3.1,0.9,0.8,0.3,0.7,2,11
2016-17,23,PHO,NBA,SF,66,59,31,6.1,12.3,0.495,0.4,1.5,0.265,5.7,10.8,0.527,0.511,1.8,2.3,0.773,1.9,3.2,5.1,1.1,1.2,0.6,0.9,2.7,14.4
2017-18,24,PHO,NBA,SF,65,65,33,8.1,16.4,0.498,0.3,1.4,0.222,7.8,15,0.523,0.507,3,3.9,0.757,1.9,3.2,5.1,1.3,1,0.6,1.3,2.3,19.6
2018-19,25,PHO,NBA,SF,43,36,31.6,6.9,14.2,0.486,1.8,4.2,0.428,5.1,10,0.51,0.549,2.3,2.9,0.815,0.7,3.3,4,1.5,1.2,0.7,1.2,2.8,18
2019-20,26,IND,NBA,SF,61,61,32.5,7.5,14.2,0.529,1.1,3,0.375,6.4,11.2,0.571,0.569,2.5,3,0.812,1,3,4,1.4,1.1,0.4,1.3,2.8,18.7
Career,NA,,NBA,,322,226,28.6,6.3,12.5,0.504,0.7,2,0.35,5.6,10.5,0.534,0.532,1.9,2.5,0.777,1.4,2.7,4.1,1.2,1,0.5,1,2.4,15.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,PHO,NBA,,261,165,27.7,6,12,0.497,0.6,1.8,0.34,5.4,10.3,0.524,0.522,1.8,2.4,0.766,1.5,2.7,4.1,1.1,0.9,0.5,1,2.3,14.4
1 season,NA,IND,NBA,,61,61,32.5,7.5,14.2,0.529,1.1,3,0.375,6.4,11.2,0.571,0.569,2.5,3,0.812,1,3,4,1.4,1.1,0.4,1.3,2.8,18.7
