Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,21,PHO,NBA,SF,40,1,614,6.6,12.5,0.528,0.3,1.2,0.238,6.3,11.3,0.56,0.8,1.1,0.737,2.4,2.6,5,1.5,1.1,0.5,1.6,3,14.4
2015-16,22,PHO,NBA,SF,47,4,1070,7.4,14.8,0.501,0.9,2.4,0.4,6.5,12.5,0.52,1.5,2.2,0.703,1.9,3,4.9,1.5,1.2,0.5,1.1,3.2,17.3
2016-17,23,PHO,NBA,SF,66,59,2048,7.1,14.3,0.495,0.5,1.7,0.265,6.6,12.6,0.527,2.1,2.7,0.773,2.2,3.8,6,1.3,1.3,0.7,1,3.1,16.7
2017-18,24,PHO,NBA,SF,65,65,2142,8.9,17.9,0.498,0.3,1.5,0.222,8.6,16.4,0.523,3.2,4.3,0.757,2.1,3.5,5.6,1.4,1.1,0.7,1.4,2.5,21.4
2018-19,25,PHO,NBA,SF,43,36,1360,7.9,16.2,0.486,2,4.8,0.428,5.8,11.4,0.51,2.7,3.3,0.815,0.8,3.8,4.6,1.7,1.4,0.8,1.4,3.2,20.4
2019-20,26,IND,NBA,SF,61,61,1984,8.3,15.8,0.529,1.3,3.3,0.375,7.1,12.4,0.571,2.7,3.4,0.812,1.1,3.3,4.4,1.6,1.3,0.5,1.4,3.1,20.7
Career,NA,,NBA,,322,226,9218,7.9,15.7,0.504,0.9,2.5,0.35,7,13.2,0.534,2.4,3.1,0.777,1.7,3.4,5.2,1.5,1.2,0.6,1.3,3,19.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,PHO,NBA,,261,165,7234,7.8,15.6,0.497,0.8,2.3,0.34,7,13.4,0.524,2.3,3.1,0.766,1.9,3.5,5.4,1.5,1.2,0.7,1.3,2.9,18.7
1 season,NA,IND,NBA,,61,61,1984,8.3,15.8,0.529,1.3,3.3,0.375,7.1,12.4,0.571,2.7,3.4,0.812,1.1,3.3,4.4,1.6,1.3,0.5,1.4,3.1,20.7
