,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2003-04,18,WAKE,31,1041,135,272,40,86,150,178,,101,183,84,12,,,460,.496,.465,.843,33.6,14.8,3.3,5.9
2004-05,19,WAKE,32,1069,143,317,46,97,156,187,,144,212,76,1,,,488,.451,.474,.834,33.4,15.3,4.5,6.6
Career,,,63,2110,278,589,86,183,306,365,,245,395,160,13,,,948,.472,.470,.838,33.5,15.0,3.9,6.3
