,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,22,WAS,NBA,PF,3,60,.385,5.9,1.000,.462,.231,.231,.077,.000,.385,.333,.000,1.000,.000,,.600,.077,1,,,,0,0
2005-06,23,LAL,NBA,C,7,225,.523,4.3,1.000,.508,.400,.092,.000,.000,.523,.758,.308,.167,,,.529,.154,10,,,,0,0
2006-07,24,LAL,NBA,C,5,133,.528,2.6,1.000,.611,.389,.000,.000,.000,.528,.682,.286,,,,.789,.167,5,,,,0,0
2008-09,26,DET,NBA,C,3,48,.375,3.0,1.000,.625,.375,.000,.000,.000,.375,.400,.333,,,,.333,.000,0,,,,0,0
Career,,,NBA,,18,466,.500,3.9,1.000,.541,.377,.074,.008,.000,.500,.667,.283,.444,.000,,.607,.139,16,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,LAL,NBA,,12,358,.525,3.7,1.000,.545,.396,.059,.000,.000,.525,.727,.300,.167,,,.623,.158,15,,,,0,0
1 season,,DET,NBA,,3,48,.375,3.0,1.000,.625,.375,.000,.000,.000,.375,.400,.333,,,,.333,.000,0,,,,0,0
1 season,,WAS,NBA,,3,60,.385,5.9,1.000,.462,.231,.231,.077,.000,.385,.333,.000,1.000,.000,,.600,.077,1,,,,0,0
