,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2004-05,22,WAS,NBA,PF,3,60,,,,82%,18%,-23.1,-23.5,1,0,1,1,5,0,7,1,3
2005-06,23,LAL,NBA,C,7,225,,,,,100%,-15.5,-21.0,1,2,14,5,17,1,15,5,5
2006-07,24,LAL,NBA,C,5,133,,,,,100%,-6.6,+9.8,1,3,8,3,6,1,3,3,4
2008-09,26,DET,NBA,C,3,48,,,,,100%,-32.3,-15.0,2,1,9,0,2,0,0,0,2
Career,,,NBA,,18,466,,,,11%,89%,-15.7,-11.9,5,6,32,9,30,2,25,9,14
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,LAL,NBA,,12,358,,,,,100%,-12.2,-9.5,2,5,22,8,23,2,18,8,9
1 season,,DET,NBA,,3,48,,,,,100%,-32.3,-15.0,2,1,9,0,2,0,0,0,2
1 season,,WAS,NBA,,3,60,,,,82%,18%,-23.1,-23.5,1,0,1,1,5,0,7,1,3
