Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Mouhamed Sene,,0.2,0.2,0
Rich King,67.7,0.2,0.1,0
Joe Cooper,63.5,0.2,0.1,0
Tom Riker,63.5,0.2,0.2,0
Jerome Whitehead,58.5,0.2,0.2,0.1
Paul Davis,51.6,0.2,0.2,0
Dan O'Sullivan,45.3,0.1,0.1,0
Patrick O'Bryant,44.2,0.3,0.2,0
Robert Werdann,41.3,0.2,0,-0.1
Jabari Smith,26.7,0.5,0.2,0
Primož Brezec,24.3,0.3,0.1,0.1
