,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2006-07,20,SEA,NBA,C,28,169,,,,34%,66%,-17.7,-15.1,1,4,19,1,7,2,0,1,3
2007-08,21,SEA,NBA,C,13,62,,,,33%,67%,-9.7,-0.6,0,0,7,0,6,0,2,1,3
2008-09,22,TOT,NBA,C,6,29,,,,67%,33%,+6.4,+11.2,1,1,1,0,4,0,0,2,0
2008-09,22,OKC,NBA,C,5,23,,,,84%,16%,+5.7,+12.6,1,1,1,0,3,0,0,1,0
2008-09,22,NYK,NBA,C,1,6,,,,,100%,+8.3,+11.1,0,0,0,0,1,0,0,1,0
Career,,,NBA,,47,260,,,,38%,62%,-13.1,-8.7,2,5,27,1,17,2,2,4,6
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,"SEA,OKC",NBA,,46,254,,,,38%,62%,-13.6,-9.0,2,5,27,1,16,2,2,3,6
1 season,,NYK,NBA,,1,6,,,,,100%,+8.3,+11.1,0,0,0,0,1,0,0,1,0
