Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,24,INA,ABA,C,3,62,19.8,0.582,0,0.143,NA,NA,21.6,8.7,NA,NA,15.2,15.6,NA,0.1,-0.1,0,0.013
1968-69,25,INA,ABA,C,17,419,9.4,0.481,0.012,0.704,NA,NA,12,3.1,NA,NA,12.4,10.4,NA,0.1,0.6,0.7,0.076
1969-70,26,CAR,ABA,C,4,126,14,0.409,0,0.31,NA,NA,19.5,4.2,NA,NA,NA,NA,NA,-0.2,0.2,0,0.006
Career,NA,,ABA,,24,607,11.4,0.474,0.007,0.507,NA,NA,14.5,3.9,NA,NA,12.9,11.1,NA,0.1,0.6,0.7,0.055
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,INA,ABA,,20,481,10.8,0.498,0.01,0.588,NA,NA,13.2,3.8,NA,NA,12.9,11.1,NA,0.2,0.4,0.7,0.068
1 season,NA,CAR,ABA,,4,126,14,0.409,0,0.31,NA,NA,19.5,4.2,NA,NA,NA,NA,NA,-0.2,0.2,0,0.006
