,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,24,INA,ABA,,6,,0,,,,6,10,,,,,,,,,16
1968-69,25,INA,ABA,,8,,0,,,,9,11,,,,,,,,,18
1969-70,26,CAR,ABA,,10,,0,,,,12,13,,,,,,,,,24
1970-71,27,CAR,ABA,,11,,0,,,,7,12,,,,,,,,,28
1971-72,28,DLC,ABA,,4,,0,,,,3,5,,,,,,,,,10
1972-73,29,INA,ABA,,1,,0,,,,2,5,,,,,,,,,4
Career,,,,,11,,0,,,,12,13,,,,,,,,,28
2 Seasons,,CAR,ABA,,11,,0,,,,12,13,,,,,,,,,28
3 Seasons,,INA,ABA,,8,,0,,,,9,11,,,,,,,,,18
1 Season,,DLC,ABA,,4,,0,,,,3,5,,,,,,,,,10
