,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1993-94,22,MIN,NBA,,15,27,4,7,14,26,10,10,6,10,12,7,3,3,6,5,32,25.2
1994-95,23,MIN,NBA,,15,28,7,12,12,22,14,16,6,7,10,9,3,3,8,6,42,38.2
1995-96,24,MIN,NBA,,14,26,7,10,13,21,13,16,6,10,15,7,3,3,7,6,33,25.1
1996-97,25,POR,NBA,44:45,13,24,4,10,11,17,15,18,6,8,11,11,4,2,8,6,40,30.0
1997-98,26,POR,NBA,59:02,15,36,5,14,14,22,9,10,5,7,11,7,4,2,7,6,38,26.2
1998-99,27,POR,NBA,48:23,12,23,4,7,10,22,8,8,5,6,11,6,3,3,5,4,30,21.1
1999-00,28,ATL,NBA,45:34,18,31,3,7,17,27,11,12,4,8,10,9,3,2,7,6,38,28.3
2000-01,29,LAL,NBA,33:42,8,15,2,5,8,14,8,8,5,6,8,6,2,1,4,4,24,20.4
2001-02,30,DEN,NBA,31:26,12,19,1,4,12,18,4,7,3,7,10,4,1,1,2,4,28,23.5
Career,,,,59:02,18,36,7,14,17,27,15,18,6,10,15,11,4,3,8,6,42,38.2
3 Seasons,,MIN,NBA,,15,28,7,12,14,26,14,16,6,10,15,9,3,3,8,6,42,38.2
3 Seasons,,POR,NBA,59:02,15,36,5,14,14,22,15,18,6,8,11,11,4,3,8,6,40,30.0
1 Season,,LAL,NBA,33:42,8,15,2,5,8,14,8,8,5,6,8,6,2,1,4,4,24,20.4
1 Season,,ATL,NBA,45:34,18,31,3,7,17,27,11,12,4,8,10,9,3,2,7,6,38,28.3
1 Season,,DEN,NBA,31:26,12,19,1,4,12,18,4,7,3,7,10,4,1,1,2,4,28,23.5
