,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2009-10,21,SAC,NBA,SF,77,1931,.446,13.0,.698,.274,.201,.057,.167,.302,.480,.658,.319,.474,.384,.369,.564,.048,29,.920,.271,.509,2,0
2010-11,22,SAC,NBA,SF,71,1702,.412,15.9,.548,.198,.159,.059,.132,.452,.445,.685,.345,.188,.319,.372,.714,.049,27,.967,.344,.459,3,0
2011-12,23,CLE,NBA,SF,65,1341,.403,13.0,.592,.320,.165,.063,.044,.408,.463,.553,.338,.308,.500,.315,.655,.061,23,.906,.298,.320,0,0
2012-13,24,CLE,NBA,SF,43,503,.394,16.2,.525,.219,.119,.056,.131,.475,.452,.457,.368,.444,.524,.329,.658,.013,2,.960,.171,.385,0,0
2013-14,25,HOU,NBA,PF,71,1283,.422,14.2,.571,.222,.239,.049,.059,.429,.479,.692,.388,.250,.250,.347,.696,.032,12,.902,.222,.359,0,0
2014-15,26,SAC,NBA,SF,67,1416,.489,8.5,.796,.382,.358,.035,.021,.204,.512,.724,.340,.133,.222,.402,.667,.063,25,.914,.149,.385,0,0
2015-16,27,SAC,NBA,PF,69,1880,.481,13.0,.559,.280,.256,.023,.003,.441,.537,.661,.440,.214,.000,.409,.663,.050,29,.857,.168,.435,1,0
2016-17,28,TOT,NBA,PF,36,643,.467,9.1,.739,.430,.285,.018,.006,.261,.508,.620,.383,.000,.000,.349,.726,.042,6,1.000,.209,.333,0,0
2016-17,28,SAC,NBA,PF,22,397,.453,8.8,.752,.453,.274,.017,.009,.248,.477,.604,.313,.000,.000,.379,.690,.034,3,1.000,.172,.400,0,0
2016-17,28,NOP,NBA,PF,1,24,.556,12.3,.556,.444,.111,.000,.000,.444,.600,.500,1.000,,,.500,.667,.111,1,1.000,.250,.000,0,0
2016-17,28,MIN,NBA,PF,13,222,.487,9.0,.744,.359,.359,.026,.000,.256,.586,.714,.500,.000,,.200,.824,.051,2,1.000,.300,.333,0,0
2017-18,29,GSW,NBA,SF,53,740,.580,6.1,.894,.507,.300,.082,.005,.106,.595,.705,.452,.471,.000,.455,.791,.053,10,1.000,.227,.800,1,0
2018-19,30,MEM,NBA,SF,36,520,.534,9.1,.733,.460,.255,.019,.000,.267,.602,.784,.317,.000,,.349,.761,.099,16,1.000,.140,.333,0,0
Career,,,NBA,,588,11959,.454,12.5,.646,.301,.230,.047,.069,.354,.501,.665,.371,.305,.362,.368,.673,.051,179,.919,.240,.424,7,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,SAC,NBA,,306,7326,.456,12.6,.648,.286,.237,.042,.082,.352,.493,.674,.362,.287,.347,.387,.645,.051,113,.914,.243,.461,6,0
2 seasons,,CLE,NBA,,108,1844,.400,13.9,.573,.292,.152,.061,.068,.427,.460,.533,.345,.343,.513,.320,.656,.047,25,.923,.258,.333,0,0
1 season,,HOU,NBA,,71,1283,.422,14.2,.571,.222,.239,.049,.059,.429,.479,.692,.388,.250,.250,.347,.696,.032,12,.902,.222,.359,0,0
1 season,,GSW,NBA,,53,740,.580,6.1,.894,.507,.300,.082,.005,.106,.595,.705,.452,.471,.000,.455,.791,.053,10,1.000,.227,.800,1,0
1 season,,MEM,NBA,,36,520,.534,9.1,.733,.460,.255,.019,.000,.267,.602,.784,.317,.000,,.349,.761,.099,16,1.000,.140,.333,0,0
1 season,,MIN,NBA,,13,222,.487,9.0,.744,.359,.359,.026,.000,.256,.586,.714,.500,.000,,.200,.824,.051,2,1.000,.300,.333,0,0
1 season,,NOP,NBA,,1,24,.556,12.3,.556,.444,.111,.000,.000,.444,.600,.500,1.000,,,.500,.667,.111,1,1.000,.250,.000,0,0
