,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2009-10,21,SAC,NBA,44:55,10,19,4,8,8,13,8,9,4,11,11,5,3,2,4,5,24,20.0
2010-11,22,SAC,NBA,43:58,8,15,6,9,6,11,4,8,5,9,11,4,6,2,4,5,21,20.2
2011-12,23,CLE,NBA,36:53,5,12,3,7,4,8,6,7,3,9,12,4,4,2,4,4,14,13.3
2012-13,24,CLE,NBA,28:12,4,11,4,6,4,6,4,7,2,9,9,4,4,2,2,6,15,12.8
2013-14,25,HOU,NBA,33:11,9,15,3,7,7,10,6,6,3,9,12,7,3,2,5,4,20,17.0
2014-15,26,SAC,NBA,41:08,12,20,4,6,8,15,10,13,5,14,17,7,3,1,5,5,31,23.8
2015-16,27,SAC,NBA,41:18,13,18,9,12,6,11,6,8,3,11,11,6,5,2,5,6,36,24.7
2016-17,28,TOT,NBA,37:48,6,13,2,4,5,9,3,4,3,8,10,5,5,1,5,5,13,12.0
2016-17,28,SAC,NBA,30:14,6,13,2,4,5,9,3,4,3,8,10,5,2,1,3,3,13,12.0
2016-17,28,NOP,NBA,23:43,5,9,2,4,3,5,0,0,1,1,2,0,0,0,2,3,12,5.5
2016-17,28,MIN,NBA,37:48,3,4,1,2,3,4,2,2,2,3,3,2,5,1,5,5,7,8.2
2017-18,29,GSW,NBA,30:28,7,10,1,3,7,10,4,5,3,10,11,4,2,3,3,5,19,18.8
2018-19,30,MEM,NBA,35:46,8,13,2,4,8,11,4,6,2,8,8,3,4,2,4,3,20,19.1
Career,,,,44:55,13,20,9,12,8,15,10,13,5,14,17,7,6,3,5,6,36,24.7
5 Seasons,,SAC,NBA,44:55,13,20,9,12,8,15,10,13,5,14,17,7,6,2,5,6,36,24.7
2 Seasons,,CLE,NBA,36:53,5,12,4,7,4,8,6,7,3,9,12,4,4,2,4,6,15,13.3
1 Season,,HOU,NBA,33:11,9,15,3,7,7,10,6,6,3,9,12,7,3,2,5,4,20,17.0
1 Season,,GSW,NBA,30:28,7,10,1,3,7,10,4,5,3,10,11,4,2,3,3,5,19,18.8
1 Season,,MEM,NBA,35:46,8,13,2,4,8,11,4,6,2,8,8,3,4,2,4,3,20,19.1
1 Season,,MIN,NBA,37:48,3,4,1,2,3,4,2,2,2,3,3,2,5,1,5,5,7,8.2
1 Season,,NOP,NBA,23:43,5,9,2,4,3,5,0,0,1,1,2,0,0,0,2,3,12,5.5
