,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1976-77,19,JACKSONVIL,28,,131,265,,,54,91,,164,,,,,,316,.494,,.593,,11.3,5.9,
1977-78,20,JACKSONVIL,23,676,126,220,,,42,63,,182,,,,,,294,.573,,.667,29.4,12.8,7.9,
1978-79,21,JACKSONVIL,30,874,198,342,,,87,118,,233,,,,,,483,.579,,.737,29.1,16.1,7.8,
1979-80,22,JACKSONVIL,29,882,200,373,,,98,142,,214,,,,,,498,.536,,.690,30.4,17.2,7.4,
Career,,,110,2432,655,1200,,,281,414,,793,,,,,,1591,.546,,.679,29.7,14.5,7.2,
