,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,35,POR,NBA,SF,64,2133,.451,14.1,.688,.295,.096,.064,.233,.312,.500,.619,.316,.395,.453,.344,.610,.037,18,.828,.215,.325,3,0
2001-02,36,POR,NBA,SF,62,1996,.411,14.4,.705,.254,.098,.093,.259,.295,.455,.579,.373,.321,.413,.305,.542,.037,20,.815,.249,.341,1,0
2002-03,37,POR,NBA,SF,64,1911,.444,13.2,.777,.273,.109,.116,.280,.223,.489,.620,.431,.478,.389,.286,.542,.027,15,.737,.263,.286,1,0
2003-04,38,CHI,NBA,SF,23,412,.379,15.5,.657,.207,.064,.136,.250,.343,.435,.586,.333,.316,.400,.271,.500,.007,1,.769,.146,.286,0,0
Career,,,NBA,,213,6452,.431,14.0,.718,.269,.098,.094,.257,.282,.478,.606,.374,.396,.415,.311,.560,.032,54,.799,.232,.317,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,POR,NBA,,190,6040,.435,13.9,.723,.274,.101,.091,.257,.277,.481,.607,.376,.405,.416,.315,.564,.033,53,.801,.240,.319,5,0
1 season,,CHI,NBA,,23,412,.379,15.5,.657,.207,.064,.136,.250,.343,.435,.586,.333,.316,.400,.271,.500,.007,1,.769,.146,.286,0,0
