Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1966-67,22,NYK,NBA,PF,50,NA,453,83,230,0.361,NA,NA,NA,83,230,0.361,0.361,26,37,0.703,NA,NA,120,25,NA,82,192
1967-68,23,SEA,NBA,C,36,NA,259,46,137,0.336,NA,NA,NA,46,137,0.336,0.336,20,31,0.645,NA,NA,57,14,NA,48,112
1968-69,24,KEN,ABA,PF,2,NA,25,1,4,0.25,0,2,0,1,2,0.5,0.25,2,3,0.667,0,4,4,1,4,0,4
Career,NA,,TOT,,88,NA,737,130,371,0.35,0,2,0,130,369,0.352,0.35,48,71,0.676,0,4,181,40,4,130,308
,NA,,NBA,,86,NA,712,129,367,0.351,NA,NA,NA,129,367,0.351,0.351,46,68,0.676,NA,NA,177,39,NA,130,304
,NA,,ABA,,2,NA,25,1,4,0.25,0,2,0,1,2,0.5,0.25,2,3,0.667,0,4,4,1,4,0,4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,NYK,NBA,,50,NA,453,83,230,0.361,NA,NA,NA,83,230,0.361,0.361,26,37,0.703,NA,NA,120,25,NA,82,192
1 season,NA,SEA,NBA,,36,NA,259,46,137,0.336,NA,NA,NA,46,137,0.336,0.336,20,31,0.645,NA,NA,57,14,NA,48,112
1 season,NA,KEN,ABA,,2,NA,25,1,4,0.25,0,2,0,1,2,0.5,0.25,2,3,0.667,0,4,4,1,4,0,4
