Season,Team,Lg,Salary
1992-93,Los Angeles Clippers,NBA,"$500,000"
1993-94,Los Angeles Clippers,NBA,"$650,000"
1994-95,Los Angeles Clippers,NBA,"$800,000"
1997-98,Denver Nuggets,NBA,"$500,000"
Career,(may be incomplete),,"$2,450,000"
