Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1962-63,22,CIN,NBA,PF,52,NA,7.2,0.8,2.6,0.323,NA,NA,NA,0.8,2.6,0.323,0.323,0.5,0.8,0.692,NA,NA,2,0.8,NA,1.5,2.2
1963-64,23,CIN,NBA,PF,49,NA,10.5,1.7,4.3,0.405,NA,NA,NA,1.7,4.3,0.405,0.405,0.7,1.2,0.561,NA,NA,3,0.6,NA,1.6,4.1
1964-65,24,CIN,NBA,PF,79,NA,17.4,2.8,6.5,0.438,NA,NA,NA,2.8,6.5,0.438,0.438,1.8,2.5,0.738,NA,NA,4.2,1.1,NA,2.6,7.5
1965-66,25,TOT,NBA,PF,59,NA,10.2,1.4,3.3,0.42,NA,NA,NA,1.4,3.3,0.42,0.42,0.7,1.5,0.443,NA,NA,3.3,0.3,NA,1.4,3.4
1965-66,25,CIN,NBA,PF,4,NA,9,0.8,2,0.375,NA,NA,NA,0.8,2,0.375,0.375,0.3,0.8,0.333,NA,NA,3.3,0.5,NA,1,1.8
1965-66,25,SFW,NBA,PF,55,NA,10.3,1.4,3.4,0.422,NA,NA,NA,1.4,3.4,0.422,0.422,0.7,1.5,0.447,NA,NA,3.3,0.3,NA,1.4,3.5
1966-67,26,SFW,NBA,PF,40,NA,8.7,1.9,4.2,0.449,NA,NA,NA,1.9,4.2,0.449,0.449,0.6,1.5,0.397,NA,NA,2.6,0.8,NA,1.3,4.3
1967-68,27,SEA,NBA,PF,73,NA,12.3,1.8,3.9,0.456,NA,NA,NA,1.8,3.9,0.456,0.456,0.2,0.8,0.274,NA,NA,2.8,1,NA,1.9,3.8
1968-69,28,TOT,NBA,PF,17,NA,6.6,0.9,2.5,0.357,NA,NA,NA,0.9,2.5,0.357,0.357,0.2,1.1,0.222,NA,NA,1.5,0.6,NA,0.8,2
1968-69,28,BOS,NBA,PF,7,NA,6.1,1,2.7,0.368,NA,NA,NA,1,2.7,0.368,0.368,0,0.9,0,NA,NA,2,0.6,NA,0.9,2
1968-69,28,DET,NBA,PF,10,NA,7,0.8,2.3,0.348,NA,NA,NA,0.8,2.3,0.348,0.348,0.4,1.2,0.333,NA,NA,1.1,0.7,NA,0.8,2
1969-70,29,KEN,ABA,PF,84,NA,16.4,1.9,3.9,0.479,0,0,0.25,1.9,3.9,0.482,0.48,0.3,0.9,0.356,1.7,2.8,4.5,3,1.3,2.8,4.1
Career,NA,,TOT,,453,NA,12.3,1.8,4.1,0.433,0,0,0.25,1.8,4.1,0.434,0.433,0.7,1.3,0.529,1.7,2.8,3.3,1.2,1.3,1.9,4.3
,NA,,NBA,,369,NA,11.4,1.8,4.2,0.423,NA,NA,NA,1.8,4.2,0.423,0.423,0.8,1.4,0.553,NA,NA,3,0.8,NA,1.7,4.3
,NA,,ABA,,84,NA,16.4,1.9,3.9,0.479,0,0,0.25,1.9,3.9,0.482,0.48,0.3,0.9,0.356,1.7,2.8,4.5,3,1.3,2.8,4.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,CIN,NBA,,184,NA,12.5,1.9,4.7,0.411,NA,NA,NA,1.9,4.7,0.411,0.411,1.1,1.6,0.694,NA,NA,3.3,0.9,NA,2,5
2 seasons,NA,SFW,NBA,,95,NA,9.6,1.6,3.7,0.435,NA,NA,NA,1.6,3.7,0.435,0.435,0.6,1.5,0.427,NA,NA,3,0.5,NA,1.3,3.9
1 season,NA,KEN,ABA,,84,NA,16.4,1.9,3.9,0.479,0,0,0.25,1.9,3.9,0.482,0.48,0.3,0.9,0.356,1.7,2.8,4.5,3,1.3,2.8,4.1
1 season,NA,SEA,NBA,,73,NA,12.3,1.8,3.9,0.456,NA,NA,NA,1.8,3.9,0.456,0.456,0.2,0.8,0.274,NA,NA,2.8,1,NA,1.9,3.8
1 season,NA,DET,NBA,,10,NA,7,0.8,2.3,0.348,NA,NA,NA,0.8,2.3,0.348,0.348,0.4,1.2,0.333,NA,NA,1.1,0.7,NA,0.8,2
1 season,NA,BOS,NBA,,7,NA,6.1,1,2.7,0.368,NA,NA,NA,1,2.7,0.368,0.368,0,0.9,0,NA,NA,2,0.6,NA,0.9,2
