Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1962-63,22,CIN,NBA,PF,5,NA,4.2,1.4,1.8,0.778,NA,NA,NA,1.4,1.8,0.778,0.778,0.2,1,0.2,NA,NA,2,0.6,NA,0.8,3
1963-64,23,CIN,NBA,PF,2,NA,5,1.5,3,0.5,NA,NA,NA,1.5,3,0.5,0.5,0,0,NA,NA,NA,2,0.5,NA,1,3
1964-65,24,CIN,NBA,PF,4,NA,9.8,1.8,4.3,0.412,NA,NA,NA,1.8,4.3,0.412,0.412,0.8,1.3,0.6,NA,NA,2.3,0.3,NA,2,4.3
1966-67,26,SFW,NBA,PF,4,NA,3.5,1,3.3,0.308,NA,NA,NA,1,3.3,0.308,0.308,0,0.5,0,NA,NA,2.3,0.3,NA,0.5,2
1969-70,29,KEN,ABA,PF,12,NA,17.6,1.5,3.6,0.419,0,0.1,0,1.5,3.5,0.429,0.419,0.1,0.6,0.143,NA,NA,5.1,3.3,1.2,3.8,3.1
Career,NA,,TOT,,27,NA,10.9,1.4,3.3,0.443,0,0.1,0,1.4,3.2,0.448,0.443,0.2,0.7,0.263,NA,NA,3.4,1.7,1.2,2.3,3.1
,NA,,NBA,,15,NA,5.6,1.4,3,0.467,NA,NA,NA,1.4,3,0.467,0.467,0.3,0.8,0.333,NA,NA,2.1,0.4,NA,1.1,3.1
,NA,,ABA,,12,NA,17.6,1.5,3.6,0.419,0,0.1,0,1.5,3.5,0.429,0.419,0.1,0.6,0.143,NA,NA,5.1,3.3,1.2,3.8,3.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,KEN,ABA,,12,NA,17.6,1.5,3.6,0.419,0,0.1,0,1.5,3.5,0.429,0.419,0.1,0.6,0.143,NA,NA,5.1,3.3,1.2,3.8,3.1
3 seasons,NA,CIN,NBA,,11,NA,6.4,1.5,2.9,0.531,NA,NA,NA,1.5,2.9,0.531,0.531,0.4,0.9,0.4,NA,NA,2.1,0.5,NA,1.3,3.5
1 season,NA,SFW,NBA,,4,NA,3.5,1,3.3,0.308,NA,NA,NA,1,3.3,0.308,0.308,0,0.5,0,NA,NA,2.3,0.3,NA,0.5,2
