Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,20,MIN,NBA,PG,81,81,2339,397,952,0.417,77,215,0.358,320,737,0.434,0.457,223,270,0.826,24,167,191,356,82,2,233,98,1094
2010-11,21,MIN,NBA,PG,53,8,983,108,296,0.365,31,100,0.31,77,196,0.393,0.417,32,42,0.762,12,65,77,182,34,3,113,58,279
2011-12,22,TOT,NBA,PG,29,1,416,46,131,0.351,10,34,0.294,36,97,0.371,0.389,29,39,0.744,8,31,39,96,6,2,36,23,131
2011-12,22,HOU,NBA,PG,11,0,135,12,41,0.293,2,9,0.222,10,32,0.313,0.317,11,14,0.786,1,7,8,28,3,1,9,8,37
2011-12,22,POR,NBA,PG,18,1,281,34,90,0.378,8,25,0.32,26,65,0.4,0.422,18,25,0.72,7,24,31,68,3,1,27,15,94
Career,NA,,NBA,,163,90,3738,551,1379,0.4,118,349,0.338,433,1030,0.42,0.442,284,351,0.809,44,263,307,634,122,7,382,179,1504
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MIN,NBA,,134,89,3322,505,1248,0.405,108,315,0.343,397,933,0.426,0.448,255,312,0.817,36,232,268,538,116,5,346,156,1373
1 season,NA,POR,NBA,,18,1,281,34,90,0.378,8,25,0.32,26,65,0.4,0.422,18,25,0.72,7,24,31,68,3,1,27,15,94
1 season,NA,HOU,NBA,,11,0,135,12,41,0.293,2,9,0.222,10,32,0.313,0.317,11,14,0.786,1,7,8,28,3,1,9,8,37
