Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1967-68,24,DNR,ABA,PG,3,NA,35,7,21,0.333,2,8,0.25,5,13,0.385,0.381,3,7,0.429,NA,NA,4,5,NA,3,5,19
1968-69,25,DNR,ABA,PG,7,NA,183,20,42,0.476,0,2,0,20,40,0.5,0.476,22,22,1,NA,NA,16,34,NA,18,21,62
1969-70,26,DNR,ABA,PG,12,NA,313,43,118,0.364,16,50,0.32,27,68,0.397,0.432,24,32,0.75,NA,NA,33,68,NA,25,41,126
1970-71,27,NYA,ABA,PG,4,NA,76,8,21,0.381,0,1,0,8,20,0.4,0.381,5,5,1,2,4,6,11,NA,5,2,21
Career,NA,,ABA,,26,NA,607,78,202,0.386,18,61,0.295,60,141,0.426,0.431,54,66,0.818,2,4,59,118,NA,51,69,228
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DNR,ABA,,22,NA,531,70,181,0.387,18,60,0.3,52,121,0.43,0.436,49,61,0.803,NA,NA,53,107,NA,46,67,207
1 season,NA,NYA,ABA,,4,NA,76,8,21,0.381,0,1,0,8,20,0.4,0.381,5,5,1,2,4,6,11,NA,5,2,21
