Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1967-68,24,TOT,ABA,PG,64,NA,1020,150,404,0.371,13,54,0.241,137,350,0.391,0.387,49,64,0.766,NA,NA,106,133,NA,119,84,362
1967-68,24,ANA,ABA,PG,23,NA,622,83,213,0.39,8,24,0.333,75,189,0.397,0.408,29,39,0.744,NA,NA,72,74,NA,69,47,203
1967-68,24,DNR,ABA,PG,41,NA,398,67,191,0.351,5,30,0.167,62,161,0.385,0.364,20,25,0.8,NA,NA,34,59,NA,50,37,159
1968-69,25,DNR,ABA,PG,59,NA,979,107,277,0.386,5,31,0.161,102,246,0.415,0.395,69,85,0.812,14,79,93,135,NA,97,104,288
1969-70,26,DNR,ABA,PG,83,NA,2461,299,775,0.386,63,178,0.354,236,597,0.395,0.426,151,192,0.786,52,181,233,446,NA,205,205,812
1970-71,27,TOT,ABA,PG,80,NA,1562,178,487,0.366,18,88,0.205,160,399,0.401,0.384,79,96,0.823,37,106,143,252,NA,145,126,453
1970-71,27,UTS,ABA,PG,38,NA,983,116,337,0.344,14,75,0.187,102,262,0.389,0.365,47,59,0.797,27,62,89,155,NA,94,76,293
1970-71,27,NYA,ABA,PG,42,NA,579,62,150,0.413,4,13,0.308,58,137,0.423,0.427,32,37,0.865,10,44,54,97,NA,51,50,160
1971-72,28,DLC,ABA,PG,20,NA,261,30,86,0.349,3,7,0.429,27,79,0.342,0.366,17,20,0.85,8,18,26,36,NA,13,19,80
Career,NA,,ABA,,306,NA,6283,764,2029,0.377,102,358,0.285,662,1671,0.396,0.402,365,457,0.799,111,384,601,1002,NA,579,538,1995
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DNR,ABA,,183,NA,3838,473,1243,0.381,73,239,0.305,400,1004,0.398,0.41,240,302,0.795,66,260,360,640,NA,352,346,1259
2 seasons,NA,"ANA,UTS",ABA,,61,NA,1605,199,550,0.362,22,99,0.222,177,451,0.392,0.382,76,98,0.776,27,62,161,229,NA,163,123,496
1 season,NA,NYA,ABA,,42,NA,579,62,150,0.413,4,13,0.308,58,137,0.423,0.427,32,37,0.865,10,44,54,97,NA,51,50,160
1 season,NA,DLC,ABA,,20,NA,261,30,86,0.349,3,7,0.429,27,79,0.342,0.366,17,20,0.85,8,18,26,36,NA,13,19,80
