Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1967-68,24,DNR,ABA,PG,3,NA,35,7.2,21.6,0.333,2.1,8.2,0.25,5.1,13.4,0.385,3.1,7.2,0.429,NA,NA,4.1,5.1,NA,3.1,5.1,19.5
1968-69,25,DNR,ABA,PG,7,NA,183,3.9,8.3,0.476,0,0.4,0,3.9,7.9,0.5,4.3,4.3,1,NA,NA,3.1,6.7,NA,3.5,4.1,12.2
1969-70,26,DNR,ABA,PG,12,NA,313,4.9,13.6,0.364,1.8,5.8,0.32,3.1,7.8,0.397,2.8,3.7,0.75,NA,NA,3.8,7.8,NA,2.9,4.7,14.5
1970-71,27,NYA,ABA,PG,4,NA,76,3.8,9.9,0.381,0,0.5,0,3.8,9.5,0.4,2.4,2.4,1,0.9,1.9,2.8,5.2,NA,2.4,0.9,9.9
Career,NA,,ABA,,26,NA,607,4.6,12,0.386,1.1,3.6,0.295,3.6,8.4,0.426,3.2,3.9,0.818,0.9,1.9,3.5,7,NA,3,4.1,13.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DNR,ABA,,22,NA,531,4.7,12.3,0.387,1.2,4.1,0.3,3.5,8.2,0.43,3.3,4.1,0.803,NA,NA,3.6,7.3,NA,3.1,4.5,14
1 season,NA,NYA,ABA,,4,NA,76,3.8,9.9,0.381,0,0.5,0,3.8,9.5,0.4,2.4,2.4,1,0.9,1.9,2.8,5.2,NA,2.4,0.9,9.9
