,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1970-71,23,DET,NBA,,7,,,,,,6,8,,,,,,,,,17
1971-72,24,BAL,NBA,,5,,,,,,7,8,,,,,,,,,15
1972-73,25,TOT,NBA,,9,,,,,,7,9,,,,,,,,,25
1972-73,25,BAL,NBA,,0,1,,,,,0,0,,,3,,,,,1,0
1972-73,25,MIL,NBA,,9,,,,,,7,9,,,,,,,,,25
1973-74,26,MIL,NBA,,7,,,,,,6,8,,,,,,,,,15
1974-75,27,MIL,NBA,,1,3,,,,,1,2,,,5,2,,,,,3
1974-75,27,SSL,ABA,,6,,0,,,,5,5,,,,,,,,,17
Career,,,TOT,,9,,,,,,7,9,,,,,,,,,25
,,,NBA,,9,,,,,,7,9,,,,,,,,,25
,,,ABA,,6,,0,,,,5,5,,,,,,,,,17
,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,MIL,NBA,,9,,,,,,7,9,,,,,,,,,25
1 Season,,DET,NBA,,7,,,,,,6,8,,,,,,,,,17
2 Seasons,,BAL,NBA,,5,,,,,,7,8,,,,,,,,,15
1 Season,,SSL,ABA,,6,,0,,,,5,5,,,,,,,,,17
