Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,27,WAT,NBA,PF,62,NA,NA,0.47,0.34,NA,NA,NA,NA,NA,6.3,-0.7,5.6,NA
1950-51,28,TOT,NBA,PF,66,NA,NA,0.404,0.231,NA,NA,NA,NA,NA,0.5,1.5,1.9,NA
1950-51,28,BLB,NBA,PF,16,NA,NA,0.392,0.3,NA,NA,NA,NA,NA,0,0.5,0.5,NA
1950-51,28,BOS,NBA,PF,7,NA,NA,0.375,0.288,NA,NA,NA,NA,NA,-0.1,0.1,0,NA
1950-51,28,FTW,NBA,PF,43,NA,NA,0.416,0.184,NA,NA,NA,NA,NA,0.5,0.9,1.4,NA
1951-52,29,MLH,NBA,PF,65,2294,10.6,0.392,0.203,NA,NA,NA,NA,NA,-1,1.6,0.6,0.012
Career,NA,,NBA,,193,2294,10.6,0.425,0.262,NA,NA,NA,NA,NA,5.8,2.3,8.1,0.012
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,MLH,NBA,,65,2294,10.6,0.392,0.203,NA,NA,NA,NA,NA,-1,1.6,0.6,0.012
1 season,NA,WAT,NBA,,62,NA,NA,0.47,0.34,NA,NA,NA,NA,NA,6.3,-0.7,5.6,NA
1 season,NA,FTW,NBA,,43,NA,NA,0.416,0.184,NA,NA,NA,NA,NA,0.5,0.9,1.4,NA
1 season,NA,BLB,NBA,,16,NA,NA,0.392,0.3,NA,NA,NA,NA,NA,0,0.5,0.5,NA
1 season,NA,BOS,NBA,,7,NA,NA,0.375,0.288,NA,NA,NA,NA,NA,-0.1,0.1,0,NA
