Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,27,WAT,NBA,PF,62,NA,NA,347,826,0.42,198,281,0.705,NA,191,203,892
1950-51,28,TOT,NBA,PF,66,NA,NA,192,532,0.361,90,123,0.732,223,118,149,474
1950-51,28,BLB,NBA,PF,16,NA,NA,57,170,0.335,37,51,0.725,76,55,42,151
1950-51,28,BOS,NBA,PF,7,NA,NA,17,52,0.327,10,15,0.667,26,11,14,44
1950-51,28,FTW,NBA,PF,43,NA,NA,118,310,0.381,43,57,0.754,121,52,93,279
1951-52,29,MLH,NBA,PF,65,NA,2294,293,824,0.356,117,167,0.701,282,171,209,703
Career,NA,,NBA,,193,NA,2294,832,2182,0.381,405,571,0.709,505,480,561,2069
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,MLH,NBA,,65,NA,2294,293,824,0.356,117,167,0.701,282,171,209,703
1 season,NA,WAT,NBA,,62,NA,NA,347,826,0.42,198,281,0.705,NA,191,203,892
1 season,NA,FTW,NBA,,43,NA,NA,118,310,0.381,43,57,0.754,121,52,93,279
1 season,NA,BLB,NBA,,16,NA,NA,57,170,0.335,37,51,0.725,76,55,42,151
1 season,NA,BOS,NBA,,7,NA,NA,17,52,0.327,10,15,0.667,26,11,14,44
