,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1975-76,22,NOJ,NBA,,8,,,,,,5,9,,,,,,,,,20,
1976-77,23,NOJ,NBA,,15,,,,,,12,12,,,,,,,,,37,
1977-78,24,NOJ,NBA,,11,,,,,,6,7,,,,,,,,,27,
1978-79,25,NOJ,NBA,,16,,,,,,11,16,,,,,,,,,40,
1979-80,26,TOT,NBA,,11,,2,,,,11,15,,,,,,,,,33,
1979-80,26,DET,NBA,,11,,2,,,,11,15,,,,,,,,,33,
1979-80,26,ATL,NBA,,7,,1,,,,6,13,,,,,,,,,20,
1980-81,27,ATL,NBA,,5,,1,,,,4,5,,,,,,,,,12,
1981-82,28,ATL,NBA,,6,13,1,,5,,6,7,,,3,6,,,,5,16,
Career,,,,,16,,,,,,12,16,,,,,,,,,40,
4 Seasons,,NOJ,NBA,,16,,,,,,12,16,,,,,,,,,40,
3 Seasons,,ATL,NBA,,7,,1,,,,6,13,,,,,,,,,20,
1 Season,,DET,NBA,,11,,2,,,,11,15,,,,,,,,,33,
