,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,33,GSW,NBA,PG,69,2352,100%,,,,,-7.4,+5.7,90,24,70,3,31,0,967,7,21
2001-02,34,GSW,NBA,PG,35,599,100%,,,,,-7.5,-1.9,28,8,13,1,1,0,241,1,6
Career,,,NBA,,104,2951,100%,,,,,-7.4,+4.2,118,32,83,4,32,0,1208,8,27
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,GSW,NBA,,104,2951,100%,,,,,-7.4,+4.2,118,32,83,4,32,0,1208,8,27
