Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1974-75,25,HOU,NBA,PG,4,NA,2,0.8,0.8,1,0,0,NA,0,0.3,0.3,0.5,0.3,0,NA,0.5,1.5
Career,NA,,NBA,,4,NA,2,0.8,0.8,1,0,0,NA,0,0.3,0.3,0.5,0.3,0,NA,0.5,1.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,HOU,NBA,,4,NA,2,0.8,0.8,1,0,0,NA,0,0.3,0.3,0.5,0.3,0,NA,0.5,1.5
