Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1971-72,22,PHI,NBA,PG,79,1628,11.1,0.488,0.363,NA,NA,4.2,18.6,NA,NA,NA,NA,NA,1,1.2,2.1,0.063,NA,NA,NA,NA,NA
1972-73,23,TOT,NBA,PG,78,1933,10.4,0.488,0.234,NA,NA,2.7,22,NA,NA,NA,NA,NA,1.3,0.4,1.7,0.042,NA,NA,NA,NA,NA
1972-73,23,POR,NBA,PG,22,393,9.6,0.459,0.289,NA,NA,2.5,21.9,NA,NA,NA,NA,NA,0.1,0.1,0.2,0.019,NA,NA,NA,NA,NA
1972-73,23,BUF,NBA,PG,56,1540,10.6,0.495,0.22,NA,NA,2.7,22,NA,NA,NA,NA,NA,1.2,0.3,1.5,0.048,NA,NA,NA,NA,NA
1973-74,24,TOT,NBA,PG,67,1055,13,0.492,0.368,1.1,3.3,2.2,27.9,3.2,0.1,NA,NA,NA,0.3,0.7,1,0.043,NA,-1.9,0.2,-1.7,0.1
1973-74,24,BUF,NBA,PG,41,606,10.8,0.459,0.4,1.2,3.5,2.4,24.9,2.3,0.1,NA,NA,NA,-0.2,0.3,0.1,0.008,NA,-2.9,-0.7,-3.6,-0.2
1973-74,24,HOU,NBA,PG,26,449,16,0.533,0.331,1,3.1,2,31.9,4.3,0.1,NA,NA,NA,0.4,0.4,0.8,0.09,NA,-0.6,1.3,0.8,0.3
1974-75,25,HOU,NBA,PG,75,1722,12,0.477,0.229,1.7,5.6,3.6,26.2,2,0.3,NA,NA,NA,0.5,0.9,1.4,0.039,NA,-1.6,-0.6,-2.2,-0.1
1975-76,26,HOU,NBA,PG,50,700,8.8,0.461,0.301,1.4,7.1,4.3,19.9,1.7,0.1,NA,NA,NA,-0.2,0.2,0,-0.003,NA,-4.1,-0.6,-4.7,-0.5
1976-77,27,TOT,NBA,PG,51,986,10.3,0.445,0.307,1.6,7,4.2,21.3,1.8,0.3,NA,NA,NA,-0.6,0.8,0.2,0.008,NA,-3.9,-0.4,-4.3,-0.6
1976-77,27,HOU,NBA,PG,14,62,9.2,0.48,0.235,1.8,6.8,4.4,31,0,0,NA,NA,NA,0,0,0,-0.031,NA,-4.6,-0.8,-5.4,-0.1
1976-77,27,NYN,NBA,PG,37,924,10.4,0.443,0.311,1.6,7,4.2,20.6,2,0.4,NA,NA,NA,-0.6,0.8,0.2,0.01,NA,-3.9,-0.3,-4.2,-0.5
1977-78,28,NJN,NBA,PG,10,118,1.5,0.446,0.353,0.8,2.6,1.6,14,1.1,0,28.9,17.3,NA,-0.2,0,-0.2,-0.079,NA,-5.8,-1,-6.9,-0.2
Career,NA,,NBA,,410,8142,11,0.479,0.295,1.5,5.5,3.4,22.6,2.2,0.2,28.9,17.3,NA,2,4.1,6.1,0.036,NA,-2.7,-0.4,-3.1,-1.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,HOU,NBA,,165,2933,11.8,0.483,0.261,1.5,5.6,3.6,25.7,2.3,0.2,NA,NA,NA,0.7,1.5,2.2,0.036,NA,-2.1,-0.3,-2.4,-0.4
2 seasons,NA,BUF,NBA,,97,2146,10.7,0.486,0.265,1.2,3.5,2.6,22.8,2.3,0.1,NA,NA,NA,1.1,0.6,1.6,0.037,NA,-2.9,-0.7,-3.6,-0.2
1 season,NA,PHI,NBA,,79,1628,11.1,0.488,0.363,NA,NA,4.2,18.6,NA,NA,NA,NA,NA,1,1.2,2.1,0.063,NA,NA,NA,NA,NA
2 seasons,NA,"NYN,NJN",NBA,,47,1042,9.4,0.443,0.316,1.5,6.5,3.9,19.9,1.9,0.3,28.9,17.3,NA,-0.8,0.8,0,0,NA,-4.1,-0.4,-4.5,-0.8
1 season,NA,POR,NBA,,22,393,9.6,0.459,0.289,NA,NA,2.5,21.9,NA,NA,NA,NA,NA,0.1,0.1,0.2,0.019,NA,NA,NA,NA,NA
