Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,22,PHI,NBA,PG,79,NA,1628,5.4,12.5,0.429,3.4,4.6,0.757,NA,NA,3.3,5,NA,NA,NA,5.1,14.2
1972-73,23,TOT,NBA,PG,78,NA,1933,4.7,10.6,0.447,1.9,2.5,0.774,NA,NA,2,6.1,NA,NA,NA,4.2,11.4
1972-73,23,POR,NBA,PG,22,NA,393,4.3,10.4,0.412,2.2,3,0.727,NA,NA,1.8,6.2,NA,NA,NA,4.1,10.8
1972-73,23,BUF,NBA,PG,56,NA,1540,4.8,10.6,0.456,1.8,2.3,0.79,NA,NA,2.1,6,NA,NA,NA,4.3,11.5
1973-74,24,TOT,NBA,PG,67,NA,1055,4.1,9.5,0.437,2.6,3.5,0.735,0.4,1.2,1.6,8.1,2.6,0.1,NA,4.6,10.8
1973-74,24,BUF,NBA,PG,41,NA,606,3.6,8.9,0.4,2.5,3.6,0.7,0.4,1.3,1.7,7.5,2,0.1,NA,4.3,9.6
1973-74,24,HOU,NBA,PG,26,NA,449,4.9,10.2,0.48,2.6,3.4,0.786,0.3,1,1.4,8.7,3.4,0.1,NA,5.1,12.4
1974-75,25,HOU,NBA,PG,75,NA,1722,4.2,9.7,0.439,1.7,2.2,0.745,0.5,1.8,2.3,7.1,1.6,0.2,NA,3.8,10.1
1975-76,26,HOU,NBA,PG,50,NA,700,3.4,8.4,0.405,2,2.5,0.776,0.5,2.4,2.9,5.8,1.3,0.1,NA,5.8,8.7
1976-77,27,TOT,NBA,PG,51,NA,986,4.2,10.6,0.4,2.2,3.2,0.685,0.6,2.4,3,5.2,1.4,0.2,NA,4.2,10.7
1976-77,27,HOU,NBA,PG,14,NA,62,4.1,9.9,0.412,2.3,2.3,1,0.6,2.3,2.9,8.7,0,0,NA,10.5,10.5
1976-77,27,NYN,NBA,PG,37,NA,924,4.2,10.6,0.399,2.2,3.3,0.671,0.6,2.4,3,4.9,1.5,0.2,NA,3.8,10.7
1977-78,28,NJN,NBA,PG,10,NA,118,3.7,10.4,0.353,3.4,3.7,0.917,0.3,0.9,1.2,4,0.9,0,4.9,7.3,10.7
Career,NA,,NBA,,410,NA,8142,4.5,10.4,0.43,2.3,3.1,0.75,0.5,1.9,2.5,6.2,1.7,0.1,4.9,4.5,11.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,HOU,NBA,,165,NA,2933,4.1,9.4,0.438,1.9,2.5,0.766,0.5,1.8,2.3,7.1,1.8,0.1,NA,4.6,10.2
2 seasons,NA,BUF,NBA,,97,NA,2146,4.5,10.1,0.442,2,2.7,0.756,0.4,1.3,2,6.5,2,0.1,NA,4.3,11
1 season,NA,PHI,NBA,,79,NA,1628,5.4,12.5,0.429,3.4,4.6,0.757,NA,NA,3.3,5,NA,NA,NA,5.1,14.2
2 seasons,NA,"NYN,NJN",NBA,,47,NA,1042,4.2,10.6,0.394,2.3,3.4,0.701,0.6,2.2,2.8,4.8,1.5,0.2,4.9,4.2,10.7
1 season,NA,POR,NBA,,22,NA,393,4.3,10.4,0.412,2.2,3,0.727,NA,NA,1.8,6.2,NA,NA,NA,4.1,10.8
