Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1962-63,22,STL,NBA,SG,11,NA,314,46,96,0.479,NA,NA,NA,46,96,0.479,0.479,18,27,0.667,NA,NA,31,31,NA,46,110
1963-64,23,STL,NBA,SG,12,NA,242,43,101,0.426,NA,NA,NA,43,101,0.426,0.426,19,26,0.731,NA,NA,25,21,NA,31,105
1964-65,24,STL,NBA,SG,4,NA,75,9,29,0.31,NA,NA,NA,9,29,0.31,0.31,7,8,0.875,NA,NA,6,10,NA,14,25
1967-68,27,PTP,ABA,SG,15,NA,576,90,256,0.352,24,93,0.258,66,163,0.405,0.398,62,78,0.795,NA,NA,53,44,34,53,266
1968-69,28,MNP,ABA,SG,5,NA,57,11,37,0.297,6,21,0.286,5,16,0.313,0.378,6,7,0.857,NA,NA,6,1,1,5,34
Career,NA,,TOT,,47,NA,1264,199,519,0.383,30,114,0.263,169,405,0.417,0.412,112,146,0.767,NA,NA,121,107,35,149,540
,NA,,NBA,,27,NA,631,98,226,0.434,NA,NA,NA,98,226,0.434,0.434,44,61,0.721,NA,NA,62,62,NA,91,240
,NA,,ABA,,20,NA,633,101,293,0.345,30,114,0.263,71,179,0.397,0.396,68,85,0.8,NA,NA,59,45,35,58,300
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,STL,NBA,,27,NA,631,98,226,0.434,NA,NA,NA,98,226,0.434,0.434,44,61,0.721,NA,NA,62,62,NA,91,240
2 seasons,NA,"PTP,MNP",ABA,,20,NA,633,101,293,0.345,30,114,0.263,71,179,0.397,0.396,68,85,0.8,NA,NA,59,45,35,58,300
