Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1962-63,22,STL,NBA,SG,77,NA,24,3.8,9.2,0.417,NA,NA,NA,3.8,9.2,0.417,0.417,2.4,3.4,0.72,NA,NA,3.4,3.3,NA,2.6,10.1
1963-64,23,STL,NBA,SG,68,NA,19.7,3.5,7.9,0.442,NA,NA,NA,3.5,7.9,0.442,0.442,1.6,2.2,0.723,NA,NA,1.9,1.9,NA,2.4,8.6
1964-65,24,STL,NBA,SG,75,NA,26.2,4.6,10.8,0.424,NA,NA,NA,4.6,10.8,0.424,0.424,2.4,3.2,0.752,NA,NA,2.3,2.1,NA,2.6,11.6
1965-66,25,TOT,NBA,PG,56,NA,21.8,3.3,8.5,0.384,NA,NA,NA,3.3,8.5,0.384,0.384,1.9,2.6,0.736,NA,NA,1.9,2.5,NA,1.8,8.4
1965-66,25,STL,NBA,PG,19,NA,23.4,3.8,10.1,0.375,NA,NA,NA,3.8,10.1,0.375,0.375,2.4,3.3,0.742,NA,NA,2.4,1.9,NA,2.1,10
1965-66,25,DET,NBA,PG,37,NA,20.9,3,7.6,0.39,NA,NA,NA,3,7.6,0.39,0.39,1.6,2.2,0.732,NA,NA,1.7,2.8,NA,1.6,7.6
1966-67,26,DET,NBA,SG,51,NA,13.3,1.7,4.4,0.376,NA,NA,NA,1.7,4.4,0.376,0.376,1,1.5,0.676,NA,NA,1.3,1.5,NA,1.1,4.3
1967-68,27,PTP,ABA,SG,74,NA,38.6,6.9,18.2,0.379,1.9,5.5,0.334,5.1,12.7,0.399,0.43,4.2,5.6,0.74,NA,NA,4,1.9,2.3,2.7,19.9
1968-69,28,MNP,ABA,SG,69,NA,33.3,6,17,0.355,2.1,7.6,0.277,3.9,9.4,0.417,0.417,3.7,4.8,0.769,0.6,1.8,2.4,1.6,2.2,2.6,17.8
1969-70,29,PTP,ABA,SG,21,NA,19.1,3.1,8.6,0.367,1.1,3.9,0.293,2,4.7,0.429,0.433,2.3,3.3,0.686,0.8,0.5,1.3,1,1.1,2.5,9.7
Career,NA,,TOT,,491,NA,25.7,4.4,11.1,0.392,1.9,6.2,0.301,3.7,9,0.412,0.42,2.5,3.4,0.738,0.7,1.5,2.5,2.1,2.1,2.3,11.9
,NA,,NBA,,327,NA,21.6,3.5,8.4,0.415,NA,NA,NA,3.5,8.4,0.415,0.415,1.9,2.7,0.728,NA,NA,2.2,2.3,NA,2.2,8.9
,NA,,ABA,,164,NA,33.9,6.1,16.5,0.368,1.9,6.2,0.301,4.2,10.3,0.408,0.424,3.7,5,0.747,0.7,1.5,3,1.7,2.1,2.6,17.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,STL,NBA,,239,NA,23.4,4,9.4,0.422,NA,NA,NA,4,9.4,0.422,0.422,2.2,3,0.734,NA,NA,2.5,2.4,NA,2.5,10.1
3 seasons,NA,"PTP,MNP",ABA,,164,NA,33.9,6.1,16.5,0.368,1.9,6.2,0.301,4.2,10.3,0.408,0.424,3.7,5,0.747,0.7,1.5,3,1.7,2.1,2.6,17.7
2 seasons,NA,DET,NBA,,88,NA,16.5,2.2,5.8,0.384,NA,NA,NA,2.2,5.8,0.384,0.384,1.3,1.8,0.705,NA,NA,1.5,2,NA,1.3,5.7
