,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2008-09,22,SAS,NBA,PG,4,76,16%,85%,,,,0.0,+10.8,2,0,3,0,2,0,4,0,3
2009-10,23,SAS,NBA,PG,10,344,37%,63%,,,,-8.0,-13.1,4,2,11,2,11,4,15,1,5
2010-11,24,SAS,NBA,PG,6,189,34%,66%,,,,-5.2,-4.8,4,1,6,0,6,1,32,1,3
2011-12,25,IND,NBA,PG,11,346,93%,7%,,,,+12.6,+30.5,15,1,10,2,16,4,76,1,2
2012-13,26,IND,NBA,PG,18,685,83%,17%,,,,+6.5,+23.9,25,11,17,4,20,3,178,4,9
2013-14,27,IND,NBA,PG,19,687,81%,19%,,,,+1.9,+10.4,15,7,21,5,24,7,137,4,14
2015-16,29,IND,NBA,PG,7,235,98%,2%,,,,+9.7,+25.7,2,4,5,2,8,3,38,1,0
2016-17,30,UTA,NBA,PG,8,281,100%,,,,,+2.3,+14.4,8,4,13,1,12,4,71,3,2
2017-18,31,CLE,NBA,PG,19,557,100%,,,,,+2.4,+9.0,12,6,19,3,14,8,105,2,9
2018-19,32,MIL,NBA,PG,15,395,66%,34%,,,,+10.5,+2.4,3,1,8,0,8,2,103,1,7
Career,,,NBA,,117,3795,79%,21%,,,,+3.9,+12.0,90,37,113,19,121,36,759,18,54
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,IND,NBA,,55,1953,86%,14%,,,,+6.3,+20.5,57,23,53,13,68,17,429,10,25
3 seasons,,SAS,NBA,,20,609,34%,66%,,,,-6.2,-7.6,10,3,20,2,19,5,51,2,11
1 season,,CLE,NBA,,19,557,100%,,,,,+2.4,+9.0,12,6,19,3,14,8,105,2,9
1 season,,MIL,NBA,,15,395,66%,34%,,,,+10.5,+2.4,3,1,8,0,8,2,103,1,7
1 season,,UTA,NBA,,8,281,100%,,,,,+2.3,+14.4,8,4,13,1,12,4,71,3,2
