Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,24,MIL,NBA,SF,6,NA,12,20.2,32.4,0.625,4,16.2,0.25,4,8.1,12.1,4,12.1,4,0,44.5,NA,NA,70
Career,NA,,NBA,,6,NA,12,20.2,32.4,0.591,4,16.2,0.25,4,8.1,12.1,4,12.1,4,0,44.5,NA,NA,70
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MIL,NBA,,6,NA,12,20.2,32.4,0.591,4,16.2,0.25,4,8.1,12.1,4,12.1,4,0,44.5,NA,NA,70
