Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1972-73,23,MIL,NBA,SF,5,13,45.2,0.571,0,NA,NA,16,64.4,NA,NA,NA,0.1,0,0.1,0.485,NA,NA,NA,NA,NA
1973-74,24,MIL,NBA,SF,6,12,42.7,0.564,0.5,9.8,16.4,13.4,17.5,12.1,4.4,NA,0,0.1,0.1,0.361,NA,12.7,12.4,25.1,0.1
Career,NA,,NBA,,11,25,44,0.568,0.182,9.8,16.4,14.8,41.9,12.1,4.4,NA,0.1,0.1,0.2,0.426,NA,12.7,12.4,25.1,0.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MIL,NBA,,11,25,44,0.568,0.182,9.8,16.4,14.8,41.9,12.1,4.4,NA,0.1,0.1,0.2,0.426,NA,12.7,12.4,25.1,0.1
