Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Russ Lee,,0.3,0.2,0,NA
Brad Holland,75.6,0.3,0.1,-0.1,NA
Malcolm Lee,73.9,0.4,0.1,0,NA
Briante Weber,72.2,0.4,0.3,0,NA
Corey Beck,67.7,0.4,0.2,-0.1,NA
Drew Barry,66.5,0.3,0.2,0.1,NA
Michael Phelps,64.3,0.3,0.1,-0.1,NA
R.J. Hunter,63.0,0.3,0.1,0,0
Lance Blanks,61.0,0.4,0.2,0.1,NA
Billy Thomas,57.5,0.4,0.2,-0.1,NA
Elijah Millsap,57.3,0.4,0.1,-0.1,NA
