Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1964-65,22,STL,NBA,SG,2,NA,11,13.1,26.2,0.5,0,0,NA,NA,NA,19.6,3.3,NA,NA,0,26.2
1965-66,23,STL,NBA,SG,4,NA,13,2.8,24.9,0.111,2.8,5.5,0.5,NA,NA,11.1,0,NA,NA,13.8,8.3
1966-67,24,SFW,NBA,SG,15,NA,498,7.9,17.5,0.45,3.4,4.3,0.797,NA,NA,6.6,4.2,NA,NA,3.8,19.2
1967-68,25,SFW,NBA,SG,10,NA,390,10.2,19.5,0.521,2.9,4,0.721,NA,NA,4.1,4.5,NA,NA,3.3,23.2
1968-69,26,SFW,NBA,SG,6,NA,180,7.8,19.2,0.406,1.6,2.2,0.727,NA,NA,3.6,4.6,NA,NA,3.2,17.2
1970-71,28,SFW,NBA,SG,5,NA,205,5.3,14.9,0.353,3.9,4.4,0.88,NA,NA,5.6,4.2,NA,NA,2.3,14.4
1971-72,29,GSW,NBA,SG,5,NA,203,5.5,12.8,0.431,2.1,2.3,0.923,NA,NA,4.3,5.1,NA,NA,2,13.1
1972-73,30,GSW,NBA,SG,11,NA,409,6.3,14.8,0.429,1.8,2.6,0.724,NA,NA,4,3.8,NA,NA,2.8,14.5
1974-75,32,GSW,NBA,SG,17,NA,313,6.9,14.1,0.488,2.1,3.6,0.581,1.8,2.2,4,3.3,1.2,0.1,4.9,15.9
1975-76,33,GSW,NBA,SG,8,NA,33,6.5,17.5,0.375,0,0,NA,3.3,1.1,4.4,3.3,2.2,1.1,8.7,13.1
Career,NA,,NBA,,83,NA,2255,7.4,16.4,0.449,2.6,3.4,0.751,2,2.1,4.9,4.1,1.2,0.2,3.5,17.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,"SFW,GSW",NBA,,77,NA,2231,7.4,16.3,0.451,2.6,3.4,0.754,2,2.1,4.7,4.2,1.2,0.2,3.4,17.3
2 seasons,NA,STL,NBA,,6,NA,24,7.5,25.5,0.294,1.5,3,0.5,NA,NA,15,1.5,NA,NA,7.5,16.5
