Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1964-65,22,STL,NBA,SG,44,492,13.2,0.456,0.292,NA,NA,NA,13.3,NA,NA,NA,0.2,0.6,0.8,0.079,NA,NA,NA,NA,NA
1965-66,23,STL,NBA,SG,44,587,9.9,0.409,0.122,NA,NA,NA,16.4,NA,NA,NA,-0.7,0.4,-0.3,-0.021,NA,NA,NA,NA,NA
1966-67,24,SFW,NBA,SG,77,1835,15.8,0.49,0.233,NA,NA,NA,16.6,NA,NA,NA,1.9,2.7,4.5,0.119,NA,NA,NA,NA,NA
1967-68,25,SFW,NBA,SG,79,2805,15.1,0.484,0.247,NA,NA,NA,17.9,NA,NA,NA,2.2,3.6,5.7,0.098,NA,NA,NA,NA,NA
1968-69,26,SFW,NBA,SG,78,2916,18.9,0.517,0.298,NA,NA,NA,18.8,NA,NA,NA,6.4,3.7,10,0.165,NA,NA,NA,NA,NA
1969-70,27,SFW,NBA,SG,74,2861,17,0.512,0.265,NA,NA,NA,18.9,NA,NA,NA,3.7,3,6.8,0.114,NA,NA,NA,NA,NA
1970-71,28,SFW,NBA,SG,75,2909,17.1,0.533,0.274,NA,NA,5.2,17.3,NA,NA,NA,6.2,2,8.2,0.135,NA,NA,NA,NA,NA
1971-72,29,GSW,NBA,SG,80,3214,18,0.518,0.301,NA,NA,6.2,21.9,NA,NA,NA,5.3,4.6,9.9,0.148,NA,NA,NA,NA,NA
1972-73,30,GSW,NBA,SG,81,3005,15.5,0.517,0.13,NA,NA,5.5,15.5,NA,NA,NA,4.8,3.5,8.3,0.133,NA,NA,NA,NA,NA
1973-74,31,GSW,NBA,SG,77,2498,15.1,0.509,0.168,3.3,7,5.2,16.8,1.2,0.4,NA,4.3,1.2,5.6,0.107,NA,0.6,-1,-0.5,1
1974-75,32,GSW,NBA,SG,66,1141,15.2,0.488,0.169,3.9,6.6,5.3,18.3,2.2,0.6,NA,1.4,0.9,2.3,0.097,NA,0.1,-0.4,-0.3,0.5
1975-76,33,GSW,NBA,SG,29,311,14.5,0.524,0.242,3.8,6.1,4.9,16.9,2,0.2,NA,0.5,0.3,0.9,0.134,NA,-0.6,0.3,-0.3,0.2
Career,NA,,NBA,,804,24574,16.3,0.507,0.238,3.5,6.8,5.5,17.9,1.6,0.5,NA,36.3,26.5,62.8,0.123,NA,0.3,-0.7,-0.4,1.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10 seasons,NA,"SFW,GSW",NBA,,716,23495,16.5,0.51,0.24,3.5,6.8,5.5,18.1,1.6,0.5,NA,36.8,25.5,62.2,0.127,NA,0.3,-0.7,-0.4,1.6
2 seasons,NA,STL,NBA,,88,1079,11.4,0.429,0.192,NA,NA,NA,15,NA,NA,NA,-0.5,1,0.6,0.025,NA,NA,NA,NA,NA
