Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1964-65,22,STL,NBA,SG,2,11,29.7,0.5,0,NA,NA,NA,18.3,NA,NA,NA,0,0,0.1,0.22,NA,NA,NA,NA,NA
1965-66,23,STL,NBA,SG,4,13,-12.5,0.152,0.222,NA,NA,NA,0,NA,NA,NA,-0.2,0,-0.2,-0.58,NA,NA,NA,NA,NA
1966-67,24,SFW,NBA,SG,15,498,15.9,0.494,0.244,NA,NA,NA,15.5,NA,NA,NA,0.8,0.7,1.5,0.142,NA,NA,NA,NA,NA
1967-68,25,SFW,NBA,SG,10,390,19.3,0.546,0.204,NA,NA,NA,20.5,NA,NA,NA,1.1,0.2,1.3,0.16,NA,NA,NA,NA,NA
1968-69,26,SFW,NBA,SG,6,180,12.9,0.426,0.115,NA,NA,NA,23.7,NA,NA,NA,-0.1,0.2,0.1,0.039,NA,NA,NA,NA,NA
1970-71,28,SFW,NBA,SG,5,205,12.3,0.427,0.294,NA,NA,7.2,18.5,NA,NA,NA,-0.1,0,-0.1,-0.03,NA,NA,NA,NA,NA
1971-72,29,GSW,NBA,SG,5,203,13.2,0.476,0.181,NA,NA,5.4,21.4,NA,NA,NA,0.1,0.1,0.2,0.054,NA,NA,NA,NA,NA
1972-73,30,GSW,NBA,SG,11,409,12.5,0.456,0.173,NA,NA,5.4,15.8,NA,NA,NA,0.1,0.3,0.4,0.043,NA,NA,NA,NA,NA
1974-75,32,GSW,NBA,SG,17,313,13.5,0.505,0.252,5.1,6.3,5.7,14,1.5,0.2,NA,0.3,0.4,0.7,0.107,NA,1,-1.4,-0.4,0.1
1975-76,33,GSW,NBA,SG,8,33,9.2,0.375,0,9.2,3.2,6.3,12.3,2.8,1.7,NA,0,0,0,-0.03,NA,-4.6,-0.6,-5.2,0
Career,NA,,NBA,,83,2255,14.5,0.482,0.207,5.5,6,5.8,17.5,1.6,0.3,NA,2,1.9,4,0.084,NA,0.4,-1.3,-0.9,0.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,"SFW,GSW",NBA,,77,2231,14.6,0.485,0.208,5.5,6,5.8,17.6,1.6,0.3,NA,2.2,1.9,4.1,0.088,NA,0.4,-1.3,-0.9,0.1
2 seasons,NA,STL,NBA,,6,24,6.8,0.308,0.118,NA,NA,NA,8.4,NA,NA,NA,-0.1,0,-0.1,-0.213,NA,NA,NA,NA,NA
