Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1964-65,22,STL,NBA,SG,2,NA,5.5,2,4,0.5,0,0,NA,NA,NA,3,0.5,NA,NA,0,4
1965-66,23,STL,NBA,SG,4,NA,3.3,0.3,2.3,0.111,0.3,0.5,0.5,NA,NA,1,0,NA,NA,1.3,0.8
1966-67,24,SFW,NBA,SG,15,NA,33.2,7.3,16.1,0.45,3.1,3.9,0.797,NA,NA,6.1,3.9,NA,NA,3.5,17.7
1967-68,25,SFW,NBA,SG,10,NA,39,11,21.1,0.521,3.1,4.3,0.721,NA,NA,4.4,4.9,NA,NA,3.6,25.1
1968-69,26,SFW,NBA,SG,6,NA,30,6.5,16,0.406,1.3,1.8,0.727,NA,NA,3,3.8,NA,NA,2.7,14.3
1970-71,28,SFW,NBA,SG,5,NA,41,6,17,0.353,4.4,5,0.88,NA,NA,6.4,4.8,NA,NA,2.6,16.4
1971-72,29,GSW,NBA,SG,5,NA,40.6,6.2,14.4,0.431,2.4,2.6,0.923,NA,NA,4.8,5.8,NA,NA,2.2,14.8
1972-73,30,GSW,NBA,SG,11,NA,37.2,6.5,15.3,0.429,1.9,2.6,0.724,NA,NA,4.2,3.9,NA,NA,2.9,15
1974-75,32,GSW,NBA,SG,17,NA,18.4,3.5,7.2,0.488,1.1,1.8,0.581,0.9,1.1,2.1,1.7,0.6,0.1,2.5,8.1
1975-76,33,GSW,NBA,SG,8,NA,4.1,0.8,2,0.375,0,0,NA,0.4,0.1,0.5,0.4,0.3,0.1,1,1.5
Career,NA,,NBA,,83,NA,27.2,5.6,12.4,0.449,1.9,2.6,0.751,0.8,0.8,3.7,3.1,0.5,0.1,2.6,13.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,"SFW,GSW",NBA,,77,NA,29,5.9,13.2,0.451,2.1,2.7,0.754,0.8,0.8,3.8,3.4,0.5,0.1,2.8,13.9
2 seasons,NA,STL,NBA,,6,NA,4,0.8,2.8,0.294,0.2,0.3,0.5,NA,NA,1.7,0.2,NA,NA,0.8,1.8
