Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1974-75,32,GSW,NBA,SG,17,NA,313,8.9,18.3,0.488,2.7,4.6,0.581,2.4,2.8,5.2,4.3,1.5,0.1,6.4,20.6,NA,NA,97
1975-76,33,GSW,NBA,SG,8,NA,33,8.4,22.3,0.375,0,0,NA,4.2,1.4,5.6,4.2,2.8,1.4,11.1,16.7,NA,NA,101
Career,NA,,NBA,,25,NA,346,8.9,18.7,0.475,2.4,4.2,0.581,2.6,2.7,5.2,4.3,1.6,0.3,6.9,20.2,NA,NA,98
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,GSW,NBA,,25,NA,346,8.9,18.7,0.475,2.4,4.2,0.581,2.6,2.7,5.2,4.3,1.6,0.3,6.9,20.2,NA,NA,98
